SAMPLE_ID,TISSUE_ID,REGO,VOUCHER,ALTERNATIVE_ID,GENUS,SPECIES,UPDATED_SP,REGION,LOCATION,STATE,LAT,LON,VoucherNotes
SAMAR_60807_Er_fasc,ABTC84858,SAMAR60807,SAMAR_60807,NA,Eremiascincus,fasciolatus,fasciolatus,Australia,Boyne Valley  near Gladstone,QLD,-24.27889,151.2772,NA
SAMAR_61170_Le_edwa,ABTC87115,SAMAR61170,SAMAR_61170,NA,Lerista,edwardsae,edwardsae,Australia,14.9k E Pidinga Tank,SA,-30.87139,132.2631,NA
SAMAR_61390_Ct_eucl,ABTC89365,SAMAR61390,SAMAR_61390,NA,Ctenotus,euclae,euclae,Australia,19.6k WSW Charra,SA,-32.14722,133.1417,NA
SAMAR_61391_Ct_orie,ABTC89366,SAMAR61391,SAMAR_61391,NA,Ctenotus,orientalis,orientalis,Australia,19.6k WSW Charra,SA,-32.14722,133.1417,NA
SAMAR_62424_Ct_orie,ABTC92246,SAMAR62424,SAMAR_62424,NA,Ctenotus,orientalis,olympicus,Australia,17k NE Mount Penrhyn,SA,-29.29028,135.0911,NA
SAMAR_62561_Ct_scho,ABTC96992,SAMAR62561,SAMAR_62561,NA,Ctenotus,schomburgkii,schomburgkii,Australia,26.4k SE Blowout Trig,SA,-29.87778,133.6169,NA
SAMAR_63004_Le_timi,ABTC117799,SAMAR63004,SAMAR_63004,NA,Lerista,timida,timida,Australia,18k S Mallett,SA,-33.44778,139.1575,NA
SAMAR_63937_Le_boug,ABTC117892,SAMAR63937,SAMAR_63937,NA,Lerista,bougainvillii,bougainvillii,Australia,Tothill Range  2.8k SE Tothill Belt,SA,-34.02389,138.9622,NA
SAMAR_65869_Er_rich,ABTC112693,SAMAR65869,SAMAR_65869,NA,Eremiascincus,richardsonii,richardsonii,Australia,Devils Marbles,NT,-20.56722,134.2642,NA
SAMAR_65908_Ct_broo,ABTC112657,SAMAR65908,SAMAR_65908,NA,Ctenotus,brooksi,brooksi,Australia,Rainbow Valley  11.7k E Mt Grevillea,NT,-24.33389,133.6353,NA
SAMAR_66522_Ct_leae,ABTC125360,SAMAR66522,SAMAR_66522,NA,Ctenotus,leae,leae,Australia,9k WSW Ediacara Homestead,SA,-30.4436,137.8297,NA
SAMAR_67475_Ct_orie,ABTC125081,SAMAR67475,SAMAR_67475,NA,Ctenotus,orientalis,orientalis,Australia,17 km north-north-west of Cleve.  2.5 km south along Roberts Fire track.,SA,-33.55306,136.4458,NA
SAMR_19910_Ct_robu,ABTC53561,SAM19910,SAMR_19910,ROBUA53561,Ctenotus,robustus,spaldingi,Australia,Barber Hill Gawler Rngs,SA,-32.2,135.116667,NA
SAMR_21493_Ct_robu,ABTC53607,SAM21493,SAMR_21493,ROBUA53607,Ctenotus,robustus,spaldingi,Australia,Coorong NP,SA,-35.567,138.966667,NA
SAMR_22246_Ct_leon,ABTC53612,SAM22246,SAMR_22246,NA,Ctenotus,leonhardii,leonhardii,Australia,Kingoonya,SA,-30.917,135.316667,NA
SAMR_28536_Ct_robu,ABTC53759,SAM28536,SAMR_28536,ROBUA53759,Ctenotus,robustus,spaldingi,Australia,Fresh Wells 67k NW Iron Knob,SA,-32.4,136.533333,NA
SAMR_29480_Ct_impa,ABTC53530,SAM29480,SAMR_29480,IMPAA53530,Ctenotus,impar,impar,Australia,7k E Lort River,WA,-33.733,121.3333,NA
SAMR_29707_Ct_brac,ABTC53772,SAM29707,SAMR_29707,BRACA53772,Ctenotus,brachyonyx,inornatus,Australia,Danggali CP,SA,-33.2,140.916667,NA
SAMR_31859_Ct_atla,ABTC53786,SAM31859,SAMR_31859,ATLAA53786,Ctenotus,atlas,atlas,Australia,10k S Mt Christie Siding,SA,-30.615,133.2322,NA
SAMR_31899_Ct_atla,ABTC53538,SAM31899,SAMR_31899,ATLAA53538,Ctenotus,atlas,atlas,Australia,Pinjarra Dam,SA,-32.15,134.6317,NA
SAMR_32080_Ct_atla,ABTC64146,SAM32080,SAMR_32080,ATLAA64146,Ctenotus,atlas,atlas,Australia,5k SSW Immarna Siding,SA,-30.547,132.1378,NA
SAMR_32256_Ct_atla,ABTC64332,SAM32256,SAMR_32256,ATLAA64332,Ctenotus,atlas,atlas,Australia,39k SW Halinor Lake,SA,-29.445,130.1744,NA
SAMR_32276_Ct_hele,ABTC64312,SAM32276,SAMR_32276,HELEA64312,Ctenotus,helenae,inornatus,Australia,"50km SW Halinor Lake, SA.",SA,-29.525,130.15,NA
SAMR_32932_Ct_robu,ABTC14912,SAM32932,SAMR_32932,ROBUA14912,Ctenotus,robustus,spaldingi,Australia,16km W Penola,SA,-37.367,140.65,NA
SAMR_33525_Ct_robu,ABTC03662,SAM33525,SAMR_33525,ROBUA03662,Ctenotus,robustus,spaldingi,Australia,Lancoona H/S.,NSW,-33.367,145.883333,NA
SAMR_33560_Ct_robu,ABTC03710,SAM33560,SAMR_33560,ROBUA03710,Ctenotus,robustus,spaldingi,Australia,11km W Narrabri,NSW,-30.25,149.85,NA
SAMR_33695_Ct_robu,ABTC03961,SAM33695,SAMR_33695,ROBUA03961,Ctenotus,robustus,spaldingi,Australia,Yamba tip,NSW,-29.433,153.366667,NA
SAMR_33707_Ct_robu,ABTC04017,SAM33707,SAMR_33707,ROBUA04017,Ctenotus,robustus,spaldingi,Australia,25km N Bathurst,NSW,-33.2,149.666667,NA
SAMR_33876_Ct_robu,ABTC03826,SAM33876,SAMR_33876,ROBUA03826,Ctenotus,robustus,spaldingi,Australia,Willowbank Caravan Pk.,QLD,-27.617,152.783333,NA
SAMR_34123_Ct_hill,ABTC11807,SAM34123,SAMR_34123,HILLA11807,Ctenotus,inornatus,inornatus,Australia,Jabiru East,NT,-12.65,132.8833,NA
SAMR_34165_No_wotj,ABTC11861,SAM34165,SAMR_34165,NA,Notoscincus,wotjulum,wotjulum,Australia,38k E Pine Creek,NT,-13.667,132.1667,NA
SAMR_34242_No_wotj,ABTC11962,SAM34242,SAMR_34242,NA,Notoscincus,wotjulum,wotjulum,Australia,2k W Hell's Gate,QLD,-17.467,138.3333,NA
SAMR_35905_Ct_taen,ABTC00507,SAM35905,SAMR_35905,TAENA00507,Ctenotus,taeniatus,taeniatus,Australia,2k W Purni Bore campsite,SA,-26.283,136.083333,NA
SAMR_35964_Ct_hele,ABTC00445,SAM35964,SAMR_35964,HELEA00445,Ctenotus,helenae,inornatus,Australia,"Dalhousie Ruins, SA.",SA,-26.517,135.466667,NA
SAMR_35986_No_orna,ABTC00464,SAM35986,SAMR_35986,NA,Notoscincus,ornatus,ornatus,Australia,Mokari,SA,-26.317,136.45,NA
SAMR_36098_Ct_dux,ABTC30813,SAM36098,SAMR_36098,DUXA30813,Ctenotus,dux,dux,Australia,Yulara,NT,-25.233,131.0167,NA
SAMR_36192_Ct_pian,ABTC30908,SAM36192,SAMR_36192,PIANA30908,Ctenotus,piankai,piankai,Australia,Yulara,NT,-25.233,131.016667,NA
SAMR_36229_No_orna,ABTC30942,SAM36229,SAMR_36229,NA,Notoscincus,ornatus,ornatus,Australia,Yulara,NT,-25.233,131.0167,NA
SAMR_36241_Ct_hele,ABTC56686,SAM36241,SAMR_36241,HELEA56686,Ctenotus,helenae,regius,Australia,"Curtin Springs HS, Mulga Pk Rd",NT,-25.392,131.766667,NA
SAMR_36252_Ct_brac,ABTC56697,SAM36252,SAMR_36252,BRACA56697,Ctenotus,brachyonyx,inornatus,Australia,Billiat CP,SA,-34.9,140.45,NA
SAMR_36313_Ct_robu,ABTC56710,SAM36313,SAMR_36313,ROBUA56710,Ctenotus,robustus,spaldingi,Australia,Telowie Gorge,SA,-33.017,138.1,NA
SAMR_36349_Ct_brac,ABTC56718,SAM36349,SAMR_36349,NA,Ctenotus,brachyonyx,inornatus,Australia,20k ESE Kalladeina Bore,SA,-27.717,139.316667,NA
SAMR_36603_Ct_robu,ABTC17100,SAM36603,SAMR_36603,ROBUA17100,Ctenotus,robustus,spaldingi,Australia,"Esdale, NW of Canberra, NSW.",NSW,-35.083,148.916667,NA
SAMR_36875_Ct_regi,ABTC56886,SAM36875,SAMR_36875,REGIA56886,Ctenotus,regius,regius,Australia,38k S Toompine,QLD,-27.55,144.316667,NA
SAMR_37942_Ct_atla,ABTC57019,SAM37942,SAMR_37942,NA,Ctenotus,atlas,atlas,Australia,"Munyaroo CP, 8k SW Moonabie HS",SA,-33.294,137.2083,NA
SAMR_37962_Ct_atla,ABTC57033,SAM37962,SAMR_37962,ATLAA57033,Ctenotus,atlas,atlas,Australia,2.5k NW Iron Chieftain,SA,-33.167,137.1333,NA
SAMR_37975_Ct_robu,ABTC57046,SAM37975,SAMR_37975,ROBUA57046,Ctenotus,robustus,spaldingi,Australia,Burra Ck Gorge Res 17k SE Burra,SA,-33.833,139.016667,NA
SAMR_38776_Ct_saxa,ABTC12005,SAM38776,SAMR_38776,SAXAA12005,Ctenotus,saxatilis,superciliaris,Australia,Phillip Creek Mission (abandoned),NT,-19.283,134.216667,NA
SAMR_38802_Ct_pant,ABTC12023,SAM38802,SAMR_38802,PANTA12023,Ctenotus,pantherinus,pantherinus,Australia,Barrow Creek,NT,-21.533,133.883333,NA
SAMR_39480_Ct_robu,ABTC34469,SAM39480,SAMR_39480,ROBUA34469,Ctenotus,robustus,spaldingi,Australia,20KM NE of Murray Bridge,SA,-35.022,139.463889,NA
SAMR_40718_Ct_robu,ABTC57450,SAM40718,SAMR_40718,NA,Ctenotus,robustus,spaldingi,Australia,"Cooks North, Middleback Rngs",SA,-33.167,137.133333,NA
SAMR_41330_Ct_brac,ABTC39994,SAM41330,SAMR_41330,BRACA39994,Ctenotus,brachyonyx,inornatus,Australia,Oakbank Out Stn,SA,-33.128,140.605556,NA
SAMR_42034_Ct_dux,ABTC33903,SAM42034,SAMR_42034,DUXNAA33903,Ctenotus,dux,dux,Australia,10k S Illintjitja,SA,-26.26,130.3853,NA
SAMR_42153_Ct_pant,ABTC34000,SAM42153,SAMR_42153,PANTA34000,Ctenotus,pantherinus,pantherinus,Australia,Pelican Water Hole,QLD,-25.686,140.616389,NA
SAMR_42487_Ct_stra,ABTC34061,SAM42487,SAMR_42487,STRAA34061,Ctenotus,strauchii,strauchii,Australia,1.5k E Wire Creek Bore,SA,-27.257,135.505,NA
SAMR_42708_Ct_pulc,ABTC08955,SAM42708,SAMR_42708,PULCA08955,Ctenotus,pulchellus,pulchellus,Australia,"Mica Creek, near Mount Isa",QLD,-20.767,139.4833,NA
SAMR_42758_Ct_late,ABTC09000,SAM42758,SAMR_42758,LATEA09000,Ctenotus,lateralis,lateralis,Australia,S OF WINTON,QLD,-22.667,142.933333,NA
SAMR_42772_Ct_pulc,ABTC09014,SAM42772,SAMR_42772,PULCA09014,Ctenotus,pulchellus,pulchellus,Australia,"Glen Kyree Station, S Winton",QLD,-22.967,142.9,NA
SAMR_42801_Ct_asta,ABTC09043,SAM42801,SAMR_42801,ASTAA09043,Ctenotus,astarte,astarte,Australia,22 KM W OF DIAMANTINA STN,QLD,-23.667,140.966667,NA
SAMR_42881_Ct_stra,ABTC09125,SAM42881,SAMR_42881,STRAA09125,Ctenotus,strauchii,strauchii,Australia,30k E NOONBAH Station,QLD,-24.117,143.4167,NA
SAMR_42918_Ct_saxa,ABTC09164,SAM42918,SAMR_42918,SAXAA09164,Ctenotus,saxatilis,inornatus,Australia,71 KM W OF WINDORAH,QLD,-25.367,141.933333,NA
SAMR_43844_Ct_quat,ABTC59648,SAM43844,SAMR_43844,QUATA59648,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,1-2K E SERPENTINE LKS ACCESS RD,SA,-28.5,129.033333,NA
SAMR_44367_Ct_hele,ABTC41506,SAM44367,SAMR_44367,HELEA41506,Ctenotus,helenae,inornatus,Australia,12.5k ENE Mt Cooparinna,SA,-26.346,130.09,NA
SAMR_44377_Ct_hele,ABTC41498,SAM44377,SAMR_44377,HELEA41498,Ctenotus,helenae,inornatus,Australia,20k NE Mt Cooparinna,SA,-26.297,130.151667,NA
SAMR_44378_Ct_pant,ABTC41504,SAM44378,SAMR_44378,NA,Ctenotus,pantherinus,pantherinus,Australia,20k NE Mt Cooparinna,SA,-26.297,130.151667,NA
SAMR_44387_Ct_dux,ABTC41501,SAM44387,SAMR_44387,DUXA41501,Ctenotus,dux,dux,Australia,19.5k NE Mt Cooparinna,SA,-26.247,130.1122,NA
SAMR_44403_Ct_quat,ABTC41590,SAM44403,SAMR_44403,QUATA41590,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,8.5k NW Mt Kintore,SA,-26.503,130.428611,NA
SAMR_44860_Ct_pant,ABTC41627,SAM44860,SAMR_44860,PANTA41627,Ctenotus,pantherinus,pantherinus,Australia,8k NE Mt Woodroffe,SA,-26.286,131.805556,NA
SAMR_44903_Ct_stra,ABTC34809,SAM44903,SAMR_44903,STRAA34809,Ctenotus,strauchii,strauchii,Australia,5k ENE Dulkaninna,SA,-29,138.505556,NA
SAMR_44934_Ct_taen,ABTC34819,SAM44934,SAMR_44934,TAENA34819,Ctenotus,taeniatus,taeniatus,Australia,10k SE Dalarinna Hill,SA,-29.758,138.667778,NA
SAMR_44955_Ct_stra,ABTC34858,SAM44955,SAMR_44955,STRAA34858,Ctenotus,strauchii,strauchii,Australia,1.5k SW Reedy Springs,SA,-29.545,139.4117,NA
SAMR_45029_Ct_stra,ABTC34967,SAM45029,SAMR_45029,NA,Ctenotus,strauchii,strauchii,Australia,1.9k E Hislopp Dam,SA,-26.385,140.345,NA
SAMR_45040_Ct_joan,ABTC34961,SAM45040,SAMR_45040,JOANA34961,Ctenotus,joanae,joanae,Australia,5.2k SSE Elbow Well,SA,-26.306,140.331944,NA
SAMR_45215_Ct_brac,ABTC58077,SAM45215,SAMR_45215,BRACA58077,Ctenotus,brachyonyx,inornatus,Australia,N edge Peebinga CP,SA,-34.958,140.833333,NA
SAMR_45310_Ct_pant,ABTC58148,SAM45310,SAMR_45310,NA,Ctenotus,pantherinus,pantherinus,Australia,1k NW Waroona Peak,SA,-32.243,135.133333,NA
SAMR_45385_Ct_pian,ABTC58164,SAM45385,SAMR_45385,PIANA58164,Ctenotus,piankai,piankai,Australia,14.2k ESE Maryinna Hill,SA,-27.004,131.355,NA
SAMR_45480_Ct_saxa,ABTC41729,SAM45480,SAMR_45480,SAXAA41729,Ctenotus,saxatilis,inornatus,Australia,9.7k S Ampeinna Hills,SA,-27.157,131.131111,NA
SAMR_45528_Ct_pant,ABTC35092,SAM45528,SAMR_45528,NA,Ctenotus,pantherinus,pantherinus,Australia,17k NNE Inila Rockwater,SA,-31.624,133.451389,NA
SAMR_45608_Ct_dux,ABTC58222,SAM45608,SAMR_45608,DUXA58222,Ctenotus,dux,dux,Australia,11.4k SE Maryinna Hill,SA,-27.043,131.2933,NA
SAMR_46072_Ct_eucl,ABTC58330,SAM46072,SAMR_46072,EUCLA58330,Ctenotus,euclae,euclae,Australia,L Gilles CP,SA,-33.093,136.693889,NA
SAMR_46119_Ct_hele,ABTC41775,SAM46119,SAMR_46119,HELEA41775,Ctenotus,helenae,inornatus,Australia,27k NE Pipalyatjara,SA,-26.053,129.408056,NA
SAMR_46165_Ct_dux,ABTC41830,SAM46165,SAMR_46165,DUXA41830,Ctenotus,dux,dux,Australia,23k NW Kunytjanu,SA,-26.517,129.2019,NA
SAMR_46204_Ct_robu,ABTC35548,SAM46204,SAMR_46204,NA,Ctenotus,robustus,spaldingi,Australia,4k N Halifax Hill,SA,-29.684,135.815278,NA
SAMR_46664_Ct_eucl,ABTC58401,SAM46664,SAMR_46664,EUCLA58401,Ctenotus,euclae,euclae,Australia,Venus Bay CP,SA,-33.206,134.597222,NA
SAMR_46857_Ct_stra,ABTC35912,SAM46857,SAMR_46857,STRAA35912,Ctenotus,strauchii,strauchii,Australia,10.9k NW Bitchera WH,SA,-26.524,134.4419,NA
SAMR_46880_Ct_saxa,ABTC36128,SAM46880,SAMR_46880,SAXAA36128,Ctenotus,saxatilis,inornatus,Australia,11.1k ESE Mt Goodiar Witjira NP,SA,-26.688,135.716667,NA
SAMR_46944_Ct_leon,ABTC35989,SAM46944,SAMR_46944,LEONA35989,Ctenotus,leonhardii,leonhardii,Australia,1k WNW Top Camp Well,SA,-26.463,134.945833,NA
SAMR_46967_Ct_sept,ABTC36025,SAM46967,SAMR_46967,SEPTA36025,Ctenotus,septenarius,septenarius,Australia,7.8k SW Mosquito Camp Dam,SA,-26.16,134.431944,NA
SAMR_47028_Ct_robu,ABTC36230,SAM47028,SAMR_47028,NA,Ctenotus,robustus,spaldingi,Australia,35k ENE Kingston SE,SA,-36.738,140.239722,NA
SAMR_47236_Ct_regi,ABTC36337,SAM47236,SAMR_47236,REGIA36337,Ctenotus,regius,regius,Australia,6.3k SSW 99 Dam Anna Ck Stn,SA,-28.951,136.781944,NA
SAMR_48330_Ct_regi,ABTC36611,SAM48330,SAMR_48330,REGIA36611,Ctenotus,regius,regius,Australia,1k SE Old Lake Dismal,SA,-32.053,140.927222,NA
SAMR_48588_Ct_dux,ABTC58522,SAM48588,SAMR_48588,DUXA58522,Ctenotus,dux,dux,Australia,4.5k NE Mt Cheesman,SA,-27.374,130.3622,NA
SAMR_48684_Ct_robu,ABTC58575,SAM48684,SAMR_48684,ROBUA58575,Ctenotus,robustus,spaldingi,Australia,Moonaree Stn,SA,-31.705,135.525556,NA
SAMR_48698_Ct_gran,ABTC42014,SAM48698,SAMR_48698,GRANA42014,Ctenotus,grandis,hanloni,Australia,1.8k NNW Mt Lindsay,SA,-27.014,129.87,NA
SAMR_48710_Ct_hele,ABTC41974,SAM48710,SAMR_48710,HELEA41974,Ctenotus,helenae,inornatus,Australia,4k W Mt Lindsay SA,SA,-27.029,129.839167,NA
SAMR_48771_Ct_gree,ABTC42000,SAM48771,SAMR_48771,GREEA42000,Ctenotus,greeri,greeri,Australia,6.4k W Mt Lindsay,SA,-27.027,129.815,NA
SAMR_48772_Ct_quat,ABTC42001,SAM48772,SAMR_48772,QUATA42001,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,6.4k W Mt Lindsay SA,SA,-27.027,129.815,NA
SAMR_48807_Ct_pian,ABTC42062,SAM48807,SAMR_48807,PIANA42062,Ctenotus,piankai,piankai,Australia,9.3k NNW Mt Cheesman SA,SA,-27.329,130.293333,NA
SAMR_48821_Ct_gran,ABTC42076,SAM48821,SAMR_48821,GRANA42076,Ctenotus,grandis,grandis,Australia,12.2k NW Mt Cheesman,SA,-27.337,130.2375,NA
SAMR_48962_Ct_robu,ABTC37169,SAM48962,SAMR_48962,ROBUA37169,Ctenotus,robustus,spaldingi,Australia,Andamooka Stn,SA,-30.742,137.313611,NA
SAMR_48964_Ct_olym,ABTC37159,SAM48964,SAMR_48964,OLYMA37159,Ctenotus,olympicus,olympicus,Australia,Andamooka Stn,SA,-30.79,137.400556,NA
SAMR_49090_Ct_leon,ABTC37349,SAM49090,SAMR_49090,LEONA37349,Ctenotus,leonhardii,leonhardii,Australia,3.1k E Candradecka Dam,SA,-27.208,140.894444,NA
SAMR_49196_Ct_leon,ABTC14046,SAM49196,SAMR_49196,LEONA14046,Ctenotus,leonhardii,leonhardii,Australia,30k NE Wooltana HS SA,SA,-30.185,139.598889,NA
SAMR_49197_Ct_pant,ABTC14057,SAM49197,SAMR_49197,PANTA14057,Ctenotus,pantherinus,pantherinus,Australia,30k NE Wooltana HS SA,SA,-30.185,139.598889,NA
SAMR_49609_Ct_robu,ABTC37540,SAM49609,SAMR_49609,NA,Ctenotus,robustus,spaldingi,Australia,7k NE Hatherleigh SA,SA,-37.438,140.313611,NA
SAMR_49912_No_orna,ABTC37866,SAM49912,SAMR_49912,NA,Notoscincus,ornatus,ornatus,Australia,42k E Purni Bore,SA,-26.321,136.5203,NA
SAMR_50208_Ct_saxa,ABTC42206,SAM50208,SAMR_50208,SAXAA42206,Ctenotus,saxatilis,inornatus,Australia,11.2k SW Sentinel Hill,SA,-26.141,132.359167,NA
SAMR_50209_Ct_saxa,ABTC42208,SAM50209,SAMR_50209,SAXAA42208,Ctenotus,saxatilis,inornatus,Australia,11.2k SW Sentinel Hill,SA,-26.141,132.359167,NA
SAMR_50372_Ct_robu,ABTC38130,SAM50372,SAMR_50372,ROBUA38130,Ctenotus,robustus,spaldingi,Australia,1k SE Mt Aroona,SA,-30.584,138.368889,NA
SAMR_51082_Ct_leon,ABTC13384,SAM51082,SAMR_51082,LEONA13384,Ctenotus,leonhardii,leonhardii,Australia,Tennant Creek Dump,NT,-19.65,134.183333,NA
SAMR_51089_Ct_saxa,ABTC13418,SAM51089,SAMR_51089,SAXAA13418,Ctenotus,saxatilis,inornatus,Australia,Tennant Creek Dump,NT,-19.65,134.183333,NA
SAMR_51090_No_wotj,ABTC13412,SAM51090,SAMR_51090,NA,Notoscincus,wotjulum,wotjulum,Australia,2k N Umbrawarrina Gorge,NT,-13.96,131.7,NA
SAMR_51539_Ct_sept,ABTC42346,SAM51539,SAMR_51539,SEPTA42346,Ctenotus,septenarius,septenarius,Australia,35k ESE Amata,SA,-26.253,131.480278,NA
SAMR_51580_Ct_leon,ABTC42384,SAM51580,SAMR_51580,LEONA42384,Ctenotus,leonhardii,leonhardii,Australia,35k ESE Amata,SA,-26.277,131.460556,NA
SAMR_52303_Ct_robu,ABTC39414,SAM52303,SAMR_52303,ROBUA39414,Ctenotus,robustus,spaldingi,Australia,1.5k S Camel Yard Spring,SA,-30.66,139.091111,NA
SAMR_52956_Ct_robu,ABTC74190,SAM52956,SAMR_52956,ROBUA74190,Ctenotus,robustus,spaldingi,Australia,Arkaroola,SA,-30.119,139.448333,NA
SAMR_53150_Ct_olym,ABTC70320,SAM53150,SAMR_53150,OLYMA70320,Ctenotus,olympicus,olympicus,Australia,5k NE Callory Bore,SA,-31.773,138.803889,NA
SAMR_53975_Ct_saxa,ABTC72677,SAM53975,SAMR_53975,NA,Ctenotus,saxatilis,superciliaris,Australia,Barrow Creek channel just N town,NT,-21.5,133.9,NA
SAMR_54008_Ct_saxa,ABTC72702,SAM54008,SAMR_54008,SAXAA72702,Ctenotus,saxatilis,inornatus,Australia,2k N Barrow Creek,NT,-21.506,133.893889,NA
SAMR_54024_Ct_joan,ABTC72719,SAM54024,SAMR_54024,JOANA72719,Ctenotus,joanae,joanae,Australia,Brunette Downs Racecourse,NT,-18.592,136.089444,NA
SAMR_54025_Ct_pulc,ABTC72720,SAM54025,SAMR_54025,NA,Ctenotus,pulchellus,pulchellus,Australia,Brunette Downs Racecourse,NT,-18.592,136.0894,NA
SAMR_54030_Ct_pulc,ABTC72724,SAM54030,SAMR_54030,PULCA72724,Ctenotus,pulchellus,pulchellus,Australia,Brunette Downs Racecourse,NT,-18.592,136.089444,NA
SAMR_54340_Ct_late,ABTC72759,SAM54340,SAMR_54340,LATEA72759,Ctenotus,lateralis,lateralis,Australia,East Leichardt Dam,QLD,-20.775,139.7856,NA
SAMR_54405_Ct_essi,ABTC72811,SAM54405,SAMR_54405,ESSIA72811,Ctenotus,essingtonii,essingtonii,Australia,Burke Development Rd Smithburne R crossing,QLD,-17.194,141.725,NA
SAMR_54432_Ct_pant,ABTC72837,SAM54432,SAMR_54432,PANTA72837,Ctenotus,pantherinus,pantherinus,Australia,21k S Burke & Wills RH,QLD,-19.395,140.236667,NA
SAMR_54434_Ct_late,ABTC72839,SAM54434,SAMR_54434,LATEA72839,Ctenotus,lateralis,lateralis,Australia,21k S Burke & Wills RH,QLD,-19.395,140.236667,NA
SAMR_54494_Ct_zebr,ABTC72908,SAM54494,SAMR_54494,ZEBRA72908,Ctenotus,zebrilla,zebrilla,Australia,15k N Porcupine Creek Campground,QLD,-20.253,144.4656,NA
SAMR_54511_Ct_zebr,ABTC72937,SAM54511,SAMR_54511,ZEBRA72937,Ctenotus,zebrilla,zebrilla,Australia,"Porcupine Creek, 27k N Porcupine Creek campground",QLD,-20.164,144.5183,NA
SAMR_55163_Ct_regi,ABTC74522,SAM55163,SAMR_55163,REGIA74522,Ctenotus,regius,regius,Australia,6.8k N Gluepot HS,SA,-33.704,140.125556,NA
SAMR_55208_Ct_atla,ABTC74554,SAM55208,SAMR_55208,ATLAA74554,Ctenotus,atlas,atlas,Australia,7.2k WNW Gluepot HS,SA,-33.741,140.0483,NA
SAMR_55275_Ct_joan,ABTC82431,SAM55275,SAMR_55275,JOANA82431,Ctenotus,joanae,joanae,Australia,"Phosphate Hill, Buffel Site",QLD,-21.9,139.996944,NA
SAMR_55637_Ct_arca,ABTC76936,SAM55637,SAMR_55637,ARCAA76936,Ctenotus,arcanus,arcanus,Australia,Kroombit Tops forestry hut,QLD,-24.357,150.960556,NA
SAMR_55638_Ct_arca,ABTC76937,SAM55638,SAMR_55638,ARCAA76937,Ctenotus,arcanus,arcanus,Australia,Kroombit Tops forestry hut,QLD,-24.357,150.960556,NA
SAMR_55674_Ct_pant,ABTC76992,SAM55674,SAMR_55674,PANTA76992,Ctenotus,pantherinus,pantherinus,Australia,60K S Torrens Ck on Torrens Ck-Aramac Rd,QLD,-21.346,145.05,NA
SAMR_55678_Ct_hebe,ABTC76997,SAM55678,SAMR_55678,HEBEA76997,Ctenotus,hebetior,hebetior,Australia,~ 40k S Torrens Ck on Torrens Ck-Aramac Rd,QLD,-21.092,145.004444,NA
SAMR_55725_Ct_spal,ABTC77041,SAM55725,SAMR_55725,SPALA77041,Ctenotus,spaldingi,spaldingi,Australia,33k NNE Hughenden on Kennedy Developmental Rd,QLD,-20.624,144.399722,NA
SAMR_55734_Ct_stra,ABTC77050,SAM55734,SAMR_55734,NA,Ctenotus,strauchii,strauchii,Australia,19k S Julia Creek on Julia Creek-Kynuna Road,QLD,-20.824,141.7464,NA
SAMR_55746_Ct_robu,ABTC77063,SAM55746,SAMR_55746,ROBUA77063,Ctenotus,robustus,spaldingi,Australia,37k SSE Julia Ck,QLD,-20.975,141.891667,NA
SAMR_55874_Ct_euta,ABTC77199,SAM55874,SAMR_55874,EUTAA77199,Ctenotus,eutaenius,eutaenius,Australia,Charters Towers,QLD,-20.089,146.2525,NA
SAMR_55881_Ct_robu,ABTC77205,SAM55881,SAMR_55881,ROBUA77205,Ctenotus,robustus,robustus,Australia,69k S Alpha on Alpha-Tambo Rd,QLD,-24.198,146.550833,NA
SAMR_55891_Ct_robu,ABTC79480,SAM55891,SAMR_55891,ROBUA79480,Ctenotus,robustus,robustus,Australia,Tambo Dump,QLD,-24.86,146.255833,NA
SAMR_56476_Ct_dux,ABTC79899,SAM56476,SAMR_56476,DUXA79899,Ctenotus,dux,dux,Australia,7.4k ESE Mount Hoare,SA,-27.077,129.7728,NA
SAMR_56616_Ct_atla,ABTC95994,SAM56616,SAMR_56616,NA,Ctenotus,atlas,atlas,Australia,1.2k E Corrobinnie Hill,SA,-32.985,135.7517,NA
SAMR_57397_Ct_atla,ABTC95560,SAM57397,SAMR_57397,ATLAA95560,Ctenotus,atlas,atlas,Australia,9.5k SSW Murninnie,SA,-33.393889,137.342778,NA
SAMR_57650_Ct_atla,ABTC95772,SAM57650,SAMR_57650,ATLAA95772,Ctenotus,atlas,atlas,Australia,23.5k NNE Sheoak Hill,SA,-33.186389,136.843889,NA
SAMR_58425_Ct_orie,ABTC80106,SAM58425,SAMR_58425,ORIEA80106,Ctenotus,orientalis,orientalis,Australia,6.6 km ENE Tungketta Hill,SA,-33.721,135.126944,NA
SAMR_58939_Ct_quat,ABTC80704,SAM58939,SAMR_58939,QUATA80704,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,57.5 Km WNW Oak Valley,SA,-29.061,130.293889,NA
SAMR_60360_Ct_atla,ABTC87817,SAM60360,SAMR_60360,ATLAA87817,Ctenotus,atlas,atlas,Australia,137.2k W Oak Valley,SA,-29.499,129.3319,NA
