SNP,miss_prop
V1083,0.9
V1084,0.18
V1085,0.37
V1086,0.27
V1087,0.59
V1088,0.39
V1089,0.86
V1090,0.88
V1091,0.94
V1092,0.37
V1093,0.38
V1094,0.39
V1095,0.39
V1096,0.25
V1097,0.26
V1098,0.38
V1099,0.28
V1100,0.34
V1101,0.34
V1102,0.09
V1103,0.13
V1104,0.35
V1105,0.37
V1106,0.32
V1107,0.9
V1108,0.19
V1109,0.38
V1110,0.15
V1111,0.3
V1112,0.25
V1113,0.3
V1114,0.05
V1115,0.36
V1116,0.3
V1117,0.34
V1118,0.32
V1119,0.15
V1120,0.29
V1121,0.09
V1122,0.24
V1123,0.27
V1124,0.14
V1125,0.1
V1126,0.89
V1127,0.3
V1128,0.21
V1129,0.86
V1130,0.26
V1131,0.38
V1132,0.4
V1133,0.35
V1134,0.03
V1135,0.18
V1136,0.32
V1137,0.26
V1138,0.36
V1139,0.26
V1140,0.36
V1141,0.91
V1142,0.33
V1143,0.37
V1144,0.2
V1145,0.11
V1146,0.17
V1147,0.33
V1148,0.4
V1149,0.39
V1150,0.31
V1151,0.41
V1152,0.28
V1153,0.29
V1154,0.41
V1155,0.38
V1156,0.27
V1157,0.33
V1158,0.09
V1159,0.94
V1160,0.2
V1161,0.37
V1162,0.56
V1163,0.37
V1164,0.86
V1165,0.47
V1166,0.26
V1167,0.37
V1168,0.2
V1169,0.05
V1170,0.81
V1171,0.84
V1172,0.14
V1173,0.25
V1174,0.4
V1175,0.01
V1176,0.33
V1177,0.38
V1178,0.4
V1179,0.28
V1180,0.83
V1181,0.37
V1182,0.38
V1183,0.41
V1184,0.32
V1185,0.27
V1186,0.38
V1187,0.24
V1188,0.89
V1189,0.34
V1190,0.38
V1191,0.35
V1192,0.15
V1193,0.22
V1194,0.29
V1195,0.3
V1196,0.13
V1197,0.12
V1198,0.29
V1199,0.4
V1200,0.85
V1201,0.88
V1202,0.27
V1203,0.08
V1204,0.35
V1205,0.38
V1206,0.39
V1207,0.2
V1208,0.17
V1209,0.85
V1210,0.89
V1211,0.4
V1212,0.38
V1213,0.26
V1214,0.2
V1215,0.38
V1216,0.14
V1217,0.37
V1218,0.28
V1219,0.29
V1220,0.21
V1221,0.32
V1222,0.31
V1223,0.4
V1224,0.29
V1225,0.25
V1226,0.38
V1227,0.2
V1228,0.24
V1229,0.17
V1230,0.36
V1231,0.19
V1232,0.2
V1233,0.35
V1234,0.25
V1235,0.17
V1236,0.18
V1237,0.39
V1238,0.35
V1239,0.26
V1240,0.38
V1241,0.35
V1242,0.29
V1243,0.36
V1244,0.32
V1245,0.21
V1246,0.36
V1247,0.37
V1248,0.23
V1249,0.12
V1250,0.74
V1251,0.17
V1252,0.11
V1253,0.34
V1254,0.32
V1255,0.23
V1256,0.3
V1257,0.27
V1258,0.35
V1259,0.29
V1260,0.29
V1261,0.84
V1262,0.36
V1263,0.33
V1264,0.34
V1265,0.33
V1266,0.34
V1267,0.27
V1268,0.39
V1269,0.25
V1270,0.36
V1271,0.36
V1272,0.23
V1273,0.95
V1274,0.4
V1275,0.17
V1276,0.2
V1277,0.37
V1278,0.84
V1279,0.13
V1280,0.32
V1281,0.2
V1282,0.06
V1283,0.81
V1284,0.26
V1285,0.1
V1286,0.35
V1287,0.86
V1288,0.32
V1289,0.27
V1290,0.89
V1291,0.35
V1292,0.38
V1293,0.38
V1294,0.22
V1295,0.29
V1296,0.02
V1297,0.2
V1298,0.08
V1299,0.19
V1300,0.33
V1301,0.12
V1302,0.36
V1303,0.3
V1304,0.3
V1305,0.23
V1306,0.4
V1307,0.36
V1308,0.27
V1309,0.83
V1310,0.3
V1311,0.24
V1312,0.39
V1313,0.32
V1314,0.25
V1315,0.05
V1316,0.26
V1317,0.87
V1318,0.29
V1319,0.2
V1320,0.15
V1321,0.29
V1322,0.17
V1323,0.37
V1324,0.32
V1325,0.32
V1326,0.15
V1327,0.26
V1328,0.38
V1329,0.35
V1330,0.32
V1331,0.17
V1332,0.85
V1333,0.37
V1334,0.29
V1335,0.17
V1336,0.02
V1337,0.36
V1338,0.35
V1339,0.38
V1340,0.17
V1341,0.09
V1342,0.38
V1343,0.17
V1344,0.21
V1345,0.05
V1346,0.25
V1347,0.13
V1348,0.4
V1349,0.37
V1350,0.35
V1351,0.33
V1352,0.89
V1353,0.86
V1354,0.29
V1355,0.32
V1356,0.33
V1357,0.34
V1358,0.39
V1359,0.33
V1360,0.34
V1361,0.39
V1362,0.35
V1363,0.38
V1364,0.25
V1365,0.3
V1366,0.02
V1367,0.38
V1368,0.35
V1369,0.85
V1370,0.2
V1371,0.35
V1372,0.36
V1373,0.26
V1374,0.14
V1375,0.24
V1376,0.38
V1377,0.3
V1378,0.34
V1379,0.38
V1380,0.35
V1381,0.37
V1382,0.16
V1383,0.08
V1384,0.4
V1385,0.89
V1386,0.25
V1387,0.11
V1388,0.38
V1389,0.16
V1390,0.19
V1391,0.29
V1392,0.13
V1393,0.35
V1394,0.38
V1395,0.33
V1396,0.32
V1397,0.36
V1398,0.18
V1399,0.12
V1400,0.24
V1401,0.2
V1402,0.92
V1403,0.18
V1404,0.25
V1405,0.84
V1406,0.21
V1407,0.33
V1408,0
V1409,0.14
V1410,0.85
V1411,0.86
V1412,0.36
V1413,0.84
V1414,0.35
V1415,0.26
V1416,0.32
V1417,0.17
V1418,0.25
V1419,0.33
V1420,0.21
V1421,0.17
V1422,0.38
V1423,0.19
V1424,0.84
V1425,0.09
V1426,0.33
V1427,0.18
V1428,0.27
V1429,0.31
V1430,0.32
V1431,0.23
V1432,0.35
V1433,0.3
V1434,0.34
V1435,0.26
V1436,0.23
V1437,0.08
V1438,0.39
V1439,0.15
V1440,0.31
V1441,0.85
V1442,0.14
V1443,0.34
V1444,0.23
V1445,0.31
V1446,0.33
V1447,0.08
V1448,0.32
V1449,0.44
V1450,0.29
V1451,0.2
V1452,0.38
V1453,0.17
V1454,0.15
V1455,0.33
V1456,0.38
V1457,0.3
V1458,0.18
V1459,0.17
V1460,0.38
V1461,0.28
V1462,0.1
V1463,0.2
V1464,0.26
V1465,0.38
V1466,0.25
V1467,0.35
V1468,0.16
V1469,0.27
V1470,0.39
V1471,0.07
V1472,0.33
V1473,0.98
V1474,0.03
V1475,0.14
V1476,0.22
V1477,0.21
V1478,0.34
V1479,0.32
V1480,0.26
V1481,0.34
V1482,0.16
V1483,0.31
V1484,0.26
V1485,0.99
V1486,0.37
V1487,0.86
V1488,0.26
V1489,0.22
V1490,0.26
V1491,0.86
V1492,0.26
V1493,0.34
V1494,0.11
V1495,0.4
V1496,0.39
V1497,0.05
V1498,0.87
V1499,0.33
V1500,0.25
V1501,0.12
V1502,0.86
V1503,0.39
V1504,0.2
V1505,0.87
V1506,0.29
V1507,0.36
V1508,0.26
V1509,0.35
V1510,0.33
V1511,0.26
V1512,0.2
V1513,0.84
V1514,0.11
V1515,0.23
V1516,0.35
V1517,0.3
V1518,0.3
V1519,0.94
V1520,0.87
V1521,0.25
V1522,0.23
V1523,0.38
V1524,0.32
V1525,0.32
V1526,0.39
V1527,0.2
V1528,0.34
V1529,0.35
V1530,0.13
V1531,0.28
V1532,0.38
V1533,0.34
V1534,0.9
V1535,0.32
V1536,0.33
V1537,0.36
V1538,0.15
V1539,0.45
V1540,0.38
V1541,0.22
V1542,0.84
V1543,0.26
V1544,0.17
V1545,0.31
V1546,0.32
V1547,0.32
V1548,0.32
V1549,0.26
V1550,0.11
V1551,0.07
V1552,0.34
V1553,0.28
V1554,0.22
V1555,0.24
V1556,0.14
V1557,0.39
V1558,0.38
V1559,0.24
V1560,0.38
V1561,0.21
V1562,0.04
V1563,0.34
V1564,0.38
V1565,0.4
V1566,0.32
V1567,0.28
V1568,0.3
V1569,0.9
V1570,0.14
V1571,0.23
V1572,0.02
V1573,0.35
V1574,0.29
V1575,0.2
V1576,0.38
V1577,0.37
V1578,0.13
V1579,0.86
V1580,0.3
V1581,0.35
V1582,0.41
V1583,0.08
V1584,0.35
V1585,0.12
V1586,0.23
V1587,0.26
V1588,0.3
V1589,0.35
V1590,0.2
V1591,0.25
V1592,0.17
V1593,0.32
V1594,0.37
V1595,0.38
V1596,0.26
V1597,0.37
V1598,0.25
V1599,0.39
V1600,0.14
V1601,0.09
V1602,0.32
V1603,0.89
V1604,0.12
V1605,0.35
V1606,0.25
V1607,0.86
V1608,0.32
V1609,0.38
V1610,0.32
V1611,0.4
V1612,0.55
V1613,0.36
V1614,0.38
V1615,0.1
V1616,0.84
V1617,0.05
V1618,0.08
V1619,0.34
V1620,0.06
V1621,0.28
V1622,0.25
V1623,0.33
V1624,0.4
V1625,0.34
V1626,0.09
V1627,0.15
V1628,0.23
V1629,0.1
V1630,0.12
V1631,0.09
V1632,0.38
V1633,0.85
V1634,0.32
V1635,0.17
V1636,0.38
V1637,0.14
V1638,0.29
V1639,0.98
V1640,0.38
V1641,0.23
V1642,0.25
V1643,0.29
V1644,0.32
V1645,0.37
V1646,0.32
V1647,0.34
V1648,0.23
V1649,0.35
V1650,0.85
V1651,0.87
V1652,0.38
V1653,0.26
V1654,0.25
V1655,0.32
V1656,0.23
V1657,0.88
V1658,0.16
V1659,0.37
V1660,0.28
V1661,0.54
V1662,0.2
V1663,0.41
V1664,0.36
V1665,0.27
V1666,0.09
V1667,0.14
V1668,0.25
V1669,0.32
V1670,0.08
V1671,0.39
V1672,0.21
V1673,0.38
V1674,0.4
V1675,0.86
V1676,0.03
V1677,0.33
V1678,0.15
V1679,0.2
V1680,0.3
V1681,0.26
V1682,0.35
V1683,0.13
V1684,0.01
V1685,0.23
V1686,0.28
V1687,0.29
V1688,0.36
V1689,0.19
V1690,0.02
V1691,0.12
V1692,0.35
V1693,0.23
V1694,0.11
V1695,0.32
V1696,0.2
V1697,0.27
V1698,0.35
V1699,0.4
V1700,0.32
V1701,0.37
V1702,0.31
V1703,0.26
V1704,0.29
V1705,0.36
V1706,0.31
V1707,0.32
V1708,0.27
V1709,0.38
V1710,0.21
V1711,0.34
V1712,0.35
V1713,0.23
V1714,0.33
V1715,0.32
V1716,0.13
V1717,0.39
V1718,0.23
V1719,0.21
V1720,0.34
V1721,0.24
V1722,0.92
V1723,0.35
V1724,0.35
V1725,0.26
V1726,0.3
V1727,0.4
V1728,0.23
V1729,0.31
V1730,0.88
V1731,0.19
V1732,0.16
V1733,0.4
V1734,0.35
V1735,0.08
V1736,0.41
V1737,0.2
V1738,0.24
V1739,0.32
V1740,0.32
V1741,0.29
V1742,0.24
V1743,0.24
V1744,0.18
V1745,0.39
V1746,0.09
V1747,0.15
V1748,0.04
V1749,0.88
V1750,0.39
V1751,0.38
V1752,0.4
V1753,0.4
V1754,0.98
V1755,0.36
V1756,0.85
V1757,0.23
V1758,0.17
V1759,0.35
V1760,0.41
V1761,0.1
V1762,0.23
V1763,0.27
V1764,0.41
V1765,0.25
V1766,0.22
V1767,0.21
V1768,0.41
V1769,0.36
V1770,0.38
V1771,0.12
V1772,0.37
V1773,0.33
V1774,0.71
V1775,0.32
V1776,0.32
V1777,0.39
V1778,0.07
V1779,0.31
V1780,0.34
V1781,0.86
V1782,0.05
V1783,0.38
V1784,0.39
V1785,0.29
V1786,0.15
V1787,0.27
V1788,0.13
V1789,0.4
V1790,0.22
V1791,0.3
V1792,0.4
V1793,0.38
V1794,0.18
V1795,0.25
V1796,0.19
V1797,0.21
V1798,0.21
V1799,0.35
V1800,0.33
V1801,0.37
V1802,0.28
V1803,0.36
V1804,0.29
V1805,0.31
V1806,0.93
V1807,0.06
V1808,0.4
V1809,0.35
V1810,0.32
V1811,0.86
V1812,0.34
V1813,0.2
V1814,0.06
V1815,0.29
V1816,0.39
V1817,0.32
V1818,0.38
V1819,0.32
V1820,0.38
V1821,0.38
V1822,0.36
V1823,0.36
V1824,0.27
V1825,0.31
V1826,0.32
V1827,0.26
V1828,0.12
V1829,0.32
V1830,0.2
V1831,0.08
V1832,0.24
V1833,0.85
V1834,0.37
V1835,0.06
V1836,0.13
V1837,0.32
V1838,0.34
V1839,0.27
V1840,0.05
V1841,0.03
V1842,0.27
V1843,0.86
V1844,0.36
V1845,0.17
V1846,0.08
V1847,0.32
V1848,0.19
V1849,0.3
V1850,0.35
V1851,0.38
V1852,0.4
V1853,0.35
V1854,0.35
V1855,0.17
V1856,0.25
V1857,0.34
V1858,0.38
V1859,0.35
V1860,0.23
V1861,0.18
V1862,0.18
V1863,0.2
V1864,0.28
V1865,0.31
V1866,0.39
V1867,0.07
V1868,0.37
V1869,0.28
V1870,0.38
V1871,0.34
V1872,0.02
V1873,0.18
