SNP,miss_prop
V907,0.18
V908,0
V909,0.25
V910,0.22
V911,0.4
V912,0.28
V913,0.4
V914,0.25
V915,0.28
V916,0.18
V917,0.22
V918,0.28
V919,0.3
V920,0.18
V921,0.3
V922,0.35
V923,0.2
V924,0.02
V925,0.35
V926,0.22
V927,0.18
V928,0.25
V929,0.12
V930,0.15
V931,0.4
V932,0.28
V933,0.2
V934,0.32
V935,0.2
V936,0.38
V937,0.1
V938,0.18
V939,0.35
V940,0.15
V941,0.02
V942,0.3
V943,0.32
V944,0.35
V945,0.3
V946,0.2
V947,0.22
V948,0.22
V949,0.3
V950,0.38
V951,0.88
V952,0.35
V953,0.4
V954,0.1
V955,0.02
V956,0.4
V957,0.05
V958,0.25
V959,0.15
V960,0.38
V961,0.35
V962,0.18
V963,0.12
V964,0.35
V965,0.32
V966,0.25
V967,0.02
V968,0.35
V969,0.32
V970,0.15
V971,0.32
V972,0.38
V973,0.35
V974,0.38
V975,0.32
V976,0.3
V977,0.15
V978,0.4
V979,0.15
V980,0.3
V981,0.28
V982,0.32
V983,0.38
V984,0.38
V985,0.08
V986,0.4
V987,0.38
V988,0.18
V989,0.22
V990,0.2
V991,0.22
V992,0.35
V993,0.38
V994,0.9
V995,0.25
V996,0.35
V997,0.4
V998,0.28
V999,0.38
V1000,0.3
V1001,0.3
V1002,0.3
V1003,0.32
V1004,0.1
V1005,0.48
V1006,0.32
V1007,0.1
V1008,0.2
V1009,0.35
V1010,0.22
V1011,0.35
V1012,0.25
V1013,0.15
V1014,0.35
V1015,0.4
V1016,0.35
V1017,0.35
V1018,0.38
V1019,0.45
V1020,0.22
V1021,0.4
V1022,0.05
V1023,0.4
V1024,0.4
V1025,0.32
V1026,0.82
V1027,0.9
V1028,0.18
V1029,0.22
V1030,0.38
V1031,0.4
V1032,0.28
V1033,0.02
V1034,0.38
V1035,0.22
V1036,0.38
V1037,0.28
V1038,0.22
V1039,0.35
V1040,0.15
V1041,0.15
V1042,0.12
V1043,0.32
V1044,0.25
V1045,0.32
V1046,0.15
V1047,0.2
V1048,0.28
V1049,0.15
V1050,0.4
V1051,0.4
V1052,0.32
V1053,0.38
V1054,0.12
V1055,0.3
V1056,0.32
V1057,0.1
V1058,0.22
V1059,0.18
V1060,0.28
V1061,0.38
V1062,0.3
V1063,0.38
V1064,0.18
V1065,0.3
V1066,0.3
V1067,0.3
V1068,0.35
V1069,0.3
V1070,0.55
V1071,0.32
V1072,0.35
V1073,0.15
V1074,0.35
V1075,0.22
V1076,0.38
V1077,0.4
V1078,0.3
V1079,0.4
V1080,0.3
V1081,0.25
V1082,0.25
V1083,0.2
V1084,0.38
V1085,0.35
V1086,0.3
V1087,0.02
V1088,0.35
V1089,0.18
V1090,0.45
V1091,0.3
V1092,0.4
V1093,0.25
V1094,0.38
V1095,0.25
V1096,0.42
V1097,0.38
V1098,0.3
V1099,0.4
V1100,0.32
V1101,0.3
V1102,0.32
V1103,0.38
V1104,0.4
V1105,0.38
V1106,0.35
V1107,0.12
V1108,0.4
V1109,0.85
V1110,0.32
V1111,0.4
V1112,0.25
V1113,0.25
V1114,0.02
V1115,0.2
V1116,0.38
V1117,0.4
V1118,0.35
V1119,0.3
V1120,0.25
V1121,0.32
V1122,0.38
V1123,0.4
V1124,0.38
V1125,0.32
V1126,0.15
V1127,0.35
V1128,0.32
V1129,0.82
V1130,0.15
V1131,0.2
V1132,0.25
V1133,0.38
V1134,0.2
V1135,0.25
V1136,0.32
V1137,0.35
V1138,0.32
V1139,0.32
V1140,0.32
V1141,0.32
V1142,0.02
V1143,0.32
V1144,0.32
V1145,0.28
V1146,0.3
V1147,0.35
V1148,0.12
V1149,0.35
V1150,0.4
V1151,0.38
V1152,0
V1153,0.4
V1154,0.25
V1155,0.4
V1156,0.4
V1157,0.35
V1158,0.38
V1159,0.12
V1160,0.08
V1161,0.38
V1162,0.08
V1163,0.32
V1164,0.2
V1165,0.02
V1166,0.25
V1167,0.38
V1168,0.32
V1169,0.25
V1170,0.32
V1171,0.38
V1172,0.22
V1173,0.25
V1174,0.18
V1175,0.25
V1176,0.35
V1177,0.38
V1178,0.22
V1179,0.22
V1180,0.35
V1181,0.3
V1182,0.4
V1183,0.4
V1184,0.35
V1185,0.28
V1186,0.2
V1187,0.32
V1188,0.4
V1189,0.3
V1190,0.22
V1191,0.22
V1192,0.35
V1193,0.3
V1194,0.2
V1195,0.28
V1196,0.2
V1197,0.15
V1198,0.3
V1199,0.4
V1200,0.38
V1201,0.12
V1202,0.32
V1203,0.22
V1204,0.32
V1205,0.4
V1206,0.15
V1207,0.3
V1208,0.02
V1209,0.4
V1210,0.38
V1211,0.1
V1212,0.4
V1213,0.38
V1214,0.15
V1215,0.18
V1216,0.32
V1217,0.1
V1218,0.05
V1219,0.3
V1220,0.4
V1221,0.22
V1222,0.2
V1223,0.25
V1224,0.12
V1225,0.2
V1226,0.4
V1227,0.38
V1228,0.08
V1229,0.4
V1230,0.4
V1231,0.12
V1232,0.4
V1233,0.38
V1234,0.38
V1235,0.4
V1236,0.38
V1237,0.38
V1238,0.38
V1239,0.32
V1240,0.38
V1241,0.38
V1242,0.28
V1243,0.4
V1244,0.18
V1245,0.4
V1246,0.78
V1247,0.42
V1248,0.4
V1249,0.22
V1250,0.4
V1251,0.4
V1252,0.4
V1253,0.22
V1254,0.28
V1255,0.4
V1256,0.38
V1257,0.2
V1258,0.35
V1259,0.4
V1260,0.35
V1261,0.38
V1262,0.4
V1263,0.38
V1264,0.4
V1265,0.4
V1266,0.35
V1267,0.28
V1268,0.35
V1269,0.2
V1270,0.38
V1271,0.35
V1272,0.38
V1273,0.1
V1274,0.18
V1275,0.3
V1276,0.35
V1277,0
V1278,0.02
V1279,0.25
V1280,0.08
V1281,0.22
V1282,0.32
V1283,0.15
V1284,0.15
V1285,0.32
V1286,0.4
V1287,0.42
V1288,0.2
V1289,0
V1290,0.35
V1291,0.28
V1292,0.25
V1293,0.2
V1294,0.4
V1295,0.38
V1296,0.25
V1297,0.18
V1298,0.4
V1299,0.1
V1300,0.12
V1301,0.35
V1302,0.2
V1303,0.4
V1304,0.3
V1305,0.4
V1306,0.4
V1307,0.4
V1308,0.15
V1309,0.3
V1310,0.3
V1311,0.25
V1312,0.2
V1313,0.4
V1314,0.35
V1315,0.32
V1316,0.4
V1317,0.35
V1318,0.38
V1319,0.1
V1320,0.38
V1321,0.28
V1322,0.3
V1323,0.2
V1324,0.28
V1325,0.32
V1326,0.28
V1327,0.15
V1328,0.98
V1329,0.28
V1330,0.32
V1331,0.28
V1332,0.25
V1333,0.35
V1334,0.25
V1335,0.22
V1336,0.28
V1337,0.2
V1338,0.4
V1339,0.28
V1340,0.4
V1341,0.05
V1342,0.22
V1343,0.3
V1344,0.22
V1345,0.02
V1346,0.38
V1347,0.35
V1348,0.38
V1349,0.25
V1350,0.15
V1351,0.02
V1352,0.4
V1353,0.32
V1354,0.28
V1355,0.15
V1356,0.2
V1357,0.42
V1358,0.4
V1359,0.28
V1360,0.38
V1361,0.1
V1362,0.3
V1363,0.32
V1364,0.4
V1365,0.22
V1366,0.3
V1367,0.4
V1368,0.95
V1369,0.05
V1370,0.32
V1371,0.25
V1372,0.28
V1373,0.32
V1374,0.3
V1375,0.35
V1376,0.18
V1377,0.25
V1378,0.28
V1379,0.05
V1380,0.28
V1381,0.28
V1382,0.32
V1383,0.22
V1384,0.35
V1385,0.15
V1386,0.28
V1387,0.28
V1388,0.4
V1389,0.38
V1390,0.1
V1391,0.35
V1392,0.35
V1393,0.4
V1394,0.3
V1395,0.35
V1396,0.38
V1397,0.15
V1398,0.4
V1399,0.1
V1400,0.12
V1401,0.32
V1402,0.3
V1403,0.3
V1404,0.25
V1405,0.18
V1406,0.35
V1407,0.05
V1408,0.35
V1409,0.22
V1410,0.32
V1411,0
V1412,0.38
V1413,0.32
V1414,0
V1415,0.3
V1416,0.4
V1417,0.22
V1418,0.22
V1419,0.4
V1420,0.4
V1421,0.25
V1422,0.22
V1423,0.4
V1424,0.4
V1425,0.4
V1426,0.28
V1427,0.25
V1428,0.32
V1429,0.12
V1430,0.22
V1431,0.15
V1432,0.25
V1433,0.2
V1434,0.1
V1435,0.35
V1436,0.38
V1437,0.38
V1438,0.35
V1439,0.32
V1440,0.25
V1441,0.15
V1442,0.28
V1443,0.38
V1444,0.18
V1445,0.1
V1446,0.3
V1447,0.18
V1448,0.32
V1449,0.3
V1450,0.25
V1451,0.15
V1452,0.3
V1453,0.38
V1454,0.12
V1455,0.35
V1456,0.35
V1457,0.2
V1458,0.35
V1459,0.35
V1460,0.25
V1461,0.35
V1462,0.3
V1463,0.32
V1464,0.18
V1465,0.4
V1466,0.25
V1467,0.32
V1468,0.08
V1469,0.12
V1470,0.4
V1471,0.25
V1472,0.2
V1473,0.42
V1474,0.22
V1475,0.05
V1476,0.35
V1477,0.95
V1478,0.4
V1479,0.32
V1480,0.4
V1481,0.05
V1482,0.32
V1483,0.4
V1484,0.08
V1485,0.38
V1486,0.35
V1487,0.35
V1488,0.38
V1489,0.32
V1490,0.35
V1491,0.1
V1492,0.28
V1493,0.18
V1494,0.38
V1495,0.1
V1496,0.38
V1497,0.12
V1498,0.35
V1499,0.25
V1500,0.28
V1501,0.2
V1502,0.3
V1503,0.35
V1504,0.35
V1505,0.15
V1506,0.32
V1507,0.22
V1508,0.4
V1509,0.38
V1510,0.4
V1511,0.15
V1512,0.05
V1513,0.4
V1514,0.08
V1515,0.08
V1516,0.22
V1517,0.35
V1518,0.18
V1519,0.28
V1520,0.3
V1521,0.3
V1522,0.1
V1523,0.02
V1524,0.3
V1525,0.25
V1526,0.35
V1527,0.32
V1528,0.38
V1529,0.18
V1530,0.12
V1531,0.12
V1532,0.3
V1533,0.32
V1534,0.2
V1535,0.12
V1536,0.2
V1537,0.38
V1538,0.25
V1539,0.2
V1540,0.32
V1541,0.32
V1542,0.32
V1543,0.3
V1544,0.3
V1545,0.2
V1546,0.4
V1547,0.25
V1548,0.35
V1549,0.22
V1550,0.18
V1551,0.42
V1552,0.35
V1553,0.4
V1554,0.1
V1555,0.4
V1556,0.2
V1557,0.32
V1558,0.18
V1559,0.35
V1560,0.18
V1561,0.18
V1562,0.3
V1563,0.35
V1564,0.35
V1565,0.02
V1566,0.4
V1567,0.02
V1568,0.1
V1569,0.25
V1570,0.25
V1571,0.4
V1572,0.4
V1573,0.4
V1574,0.2
V1575,0.22
V1576,0
V1577,0.32
V1578,0.1
V1579,0.3
V1580,0.35
V1581,0.15
V1582,0.38
V1583,0.32
V1584,0.3
V1585,0.38
V1586,0.32
V1587,0.4
V1588,0.28
V1589,0.12
V1590,0.3
V1591,0.22
V1592,0.9
V1593,0.32
V1594,0.28
V1595,0.92
V1596,0.22
V1597,0.32
V1598,0.38
V1599,0.4
V1600,0.32
V1601,0.25
V1602,0.35
V1603,0.4
V1604,0.1
V1605,0.22
V1606,0.1
V1607,0.22
V1608,0.28
V1609,0.28
V1610,0.4
V1611,0.18
V1612,0.35
V1613,0.4
V1614,0.3
V1615,0.42
V1616,0.28
V1617,0.32
V1618,0.18
V1619,0.12
V1620,0.1
V1621,0.08
V1622,0.35
V1623,0.32
V1624,0.4
V1625,0.18
V1626,0.22
V1627,0.3
V1628,0.15
V1629,0.1
V1630,0.35
V1631,0.08
V1632,0.1
V1633,0.4
V1634,0.28
V1635,0.38
V1636,0.35
V1637,0.22
V1638,0.38
V1639,0.3
V1640,0.22
V1641,0.38
V1642,0.25
V1643,0.4
V1644,0.22
V1645,0.35
V1646,0.25
V1647,0.38
V1648,0.18
V1649,0.4
V1650,0.32
V1651,0.22
V1652,0.18
V1653,0.28
V1654,0.3
V1655,0.38
V1656,0.2
V1657,0.3
V1658,0.35
V1659,0.35
V1660,0.28
V1661,0.22
V1662,0.08
V1663,0.38
V1664,0.3
V1665,0.3
V1666,0.38
V1667,0.22
V1668,0.3
V1669,0.38
V1670,0.1
V1671,0.12
V1672,0.82
V1673,0.35
V1674,0.15
V1675,0.25
V1676,0.18
V1677,0.18
V1678,0.4
V1679,0.12
V1680,0.45
V1681,0.32
V1682,0.4
V1683,0.1
V1684,0.3
V1685,0.38
V1686,0.35
V1687,0.32
V1688,0.42
V1689,0.28
V1690,0.18
V1691,0.25
V1692,0.32
V1693,0.12
V1694,0.2
V1695,0.32
V1696,0.32
V1697,0.4
V1698,0.38
V1699,0.9
V1700,0.3
V1701,0.2
V1702,0.4
V1703,0.3
V1704,0.35
V1705,0.3
V1706,0.25
V1707,0.3
V1708,0.35
V1709,0.38
V1710,0.4
V1711,0.28
V1712,0.18
V1713,0.05
V1714,0.38
V1715,0.1
V1716,0.05
V1717,0.38
V1718,0.32
V1719,0.78
V1720,0.3
V1721,0.32
V1722,0.35
V1723,0.3
V1724,0.25
V1725,0.35
V1726,0.32
V1727,0.4
V1728,0.35
V1729,0.3
V1730,0.3
V1731,0.08
V1732,0.22
V1733,0.38
V1734,0.32
V1735,0.2
V1736,0.1
V1737,0.22
V1738,0.35
V1739,0.38
V1740,0.22
V1741,0.88
V1742,0.62
V1743,0.1
V1744,0.35
V1745,0.2
V1746,0.28
V1747,0.2
V1748,0.3
V1749,0.4
V1750,0.48
V1751,0.38
V1752,0.4
V1753,0.25
V1754,0.15
V1755,0.4
V1756,0.4
V1757,0.1
V1758,0.12
V1759,0.28
V1760,0.38
V1761,0.32
V1762,0.35
V1763,0.4
V1764,0.38
V1765,0.4
V1766,0.2
V1767,0.38
V1768,0.4
V1769,0.4
V1770,0.32
V1771,0.3
V1772,0.38
V1773,0.38
V1774,0.22
V1775,0.32
V1776,0.32
V1777,0.35
V1778,0.3
V1779,0.38
V1780,0.25
V1781,0.35
V1782,0.02
V1783,0.22
V1784,0.08
V1785,0.32
V1786,0.1
V1787,0.4
V1788,0.2
V1789,0.4
V1790,0.32
V1791,0.05
V1792,0.4
V1793,0.35
V1794,0.38
V1795,0.32
V1796,0.32
V1797,0.32
V1798,0.22
V1799,0.48
V1800,0.32
V1801,0.32
V1802,0.28
V1803,0.15
V1804,0.38
V1805,0.35
V1806,0.1
V1807,0.88
V1808,0.95
V1809,0.32
V1810,0.38
V1811,0.4
V1812,0.22
V1813,0.38
V1814,0.3
V1815,0.38
V1816,0.4
V1817,0.3
V1818,0.25
V1819,0.25
V1820,0.12
V1821,0.1
V1822,0.2
V1823,0.28
V1824,0.35
V1825,0.25
V1826,0.3
V1827,0.28
V1828,0.38
V1829,0.4
V1830,0.38
V1831,0.35
V1832,0.25
V1833,0.15
V1834,0.3
V1835,0.25
V1836,0.38
V1837,0.4
V1838,0.38
V1839,0
V1840,0.38
V1841,0.22
V1842,0.35
V1843,0
V1844,0.25
V1845,0.18
V1846,0.32
V1847,0.25
V1848,0.38
V1849,0.22
V1850,0.42
V1851,0.08
V1852,0.28
V1853,0.32
V1854,0.3
V1855,0.4
V1856,0.4
V1857,0.15
V1858,0.4
V1859,0.12
V1860,0.32
V1861,0.38
V1862,0.08
V1863,0.15
V1864,0.68
V1865,0.08
V1866,0
V1867,0.35
V1868,0.15
V1869,0.32
V1870,0.08
