SNP,miss_prop
V186,0.74
V187,0.15
V188,0.37
V189,0.3
V190,0.3
V191,0.37
V192,0.3
V193,0.33
V194,0.22
V195,0.11
V196,0.19
V197,0.33
V198,0.19
V199,0.7
V200,0.37
V201,0.11
V202,0.3
V203,0
V204,0.07
V205,0.3
V206,0.3
V207,0.33
V208,0.3
V209,0.33
V210,0.11
V211,0.11
V212,0.33
V213,0.26
V214,0.33
V215,0.3
V216,0.15
V217,0.26
V218,0.22
V219,0.33
V220,0.3
V221,0.33
V222,0.37
V223,0.07
V224,0.3
V225,0.3
V226,0.07
V227,0.37
V228,0.04
V229,0.19
V230,0.19
V231,0.26
V232,0.33
V233,0.11
V234,0.33
V235,0.3
V236,0.3
V237,0.37
V238,0.3
V239,0.22
V240,0.37
V241,0
V242,0.26
V243,0.15
V244,0.3
V245,0.7
V246,0.15
V247,0.15
V248,0.33
V249,0.37
V250,0.11
V251,0.11
V252,0.26
V253,0.33
V254,0.26
V255,0.37
V256,0.07
V257,0.26
V258,0.37
V259,0.07
V260,0.15
V261,0.26
V262,0.37
V263,0.37
V264,0.3
V265,0.22
V266,0.19
V267,0.15
V268,0.22
V269,0.07
V270,0.19
V271,0.26
V272,0.3
V273,0.15
V274,0.33
V275,0.15
V276,0.11
V277,0.3
V278,0.19
V279,0.33
V280,0.07
V281,0.22
V282,0.26
V283,0.37
V284,0.11
V285,0.3
V286,0.3
V287,0.37
V288,0.33
V289,0.11
V290,0.07
V291,0.33
V292,0.3
V293,0.04
V294,0.33
V295,0.33
V296,0.33
V297,0.26
V298,0.37
V299,0.07
V300,0.37
V301,0.22
V302,0.26
V303,0.33
V304,0.3
V305,0.37
V306,0.37
V307,0.07
V308,0.15
V309,0.15
V310,0.3
V311,0.11
V312,0.07
V313,0.26
V314,0.15
V315,0.33
V316,0.26
V317,0.15
V318,0.07
V319,0.33
V320,0.33
V321,0.22
V322,0.04
V323,0.85
V324,0.37
V325,0.37
V326,0.22
V327,0.37
V328,0.22
V329,0.26
V330,0.26
V331,0.37
V332,0.3
V333,0.37
V334,0.26
V335,0.33
V336,0.96
V337,0.3
V338,0.19
V339,0.37
V340,0.3
V341,0.26
V342,0.37
V343,0.33
V344,0.33
V345,0.26
V346,0.22
V347,0.19
V348,0.37
V349,0.37
V350,0.37
V351,0.22
V352,0.07
V353,0.3
V354,0.3
V355,0.3
V356,0.11
V357,0.11
V358,0.19
V359,0.37
V360,0.37
V361,0.37
V362,0.04
V363,0.3
V364,0.11
V365,0.33
V366,0.3
V367,0.19
V368,0.19
V369,0.15
V370,0.33
V371,0.37
V372,0.3
V373,0.3
V374,0.37
V375,0.33
V376,0.41
V377,0.33
V378,0.33
V379,0.33
V380,0.19
V381,0.11
V382,0.3
V383,0.3
V384,0.33
V385,0.37
V386,0.37
V387,0.33
V388,0.37
V389,0.26
V390,0.19
V391,0
V392,0.26
V393,0.37
V394,0.37
V395,0.37
V396,0.15
V397,0.11
V398,0.15
V399,0.3
V400,0.26
V401,0.15
V402,0.22
V403,0.33
V404,0.3
V405,0.3
V406,0.19
V407,0.22
V408,0.19
V409,0.3
V410,0.19
V411,0.37
V412,0.33
V413,0.15
V414,0.33
V415,0.33
V416,0.37
V417,0.33
V418,0.11
V419,0.3
V420,0.37
V421,0.33
V422,0.04
V423,0.33
V424,0.04
V425,0.26
V426,0.3
V427,0.07
V428,0.3
V429,0.26
V430,0.3
V431,0.3
V432,0.33
V433,0.37
V434,0.15
V435,0.33
V436,0.37
V437,0.37
V438,0.11
V439,0.3
V440,0.19
V441,0.15
V442,0.15
V443,0.33
V444,0.26
V445,0.15
V446,0.26
V447,0.37
V448,0.37
V449,0.3
V450,0.19
V451,0.37
V452,0.26
V453,0.22
V454,0.37
V455,0.33
V456,0.22
V457,0.33
V458,0.07
V459,0.3
V460,0.33
V461,0.3
V462,0.04
V463,0.22
V464,0.22
V465,0.26
V466,0.33
V467,0.52
V468,0.37
V469,0.3
V470,0.33
V471,0.11
V472,0.11
V473,0.3
V474,0.33
V475,0.3
V476,0.11
V477,0.07
V478,0.37
V479,0.33
V480,0.37
V481,0.04
V482,0.3
V483,0.37
V484,0.37
V485,0.26
V486,0.07
V487,0.3
V488,0.33
V489,0.37
V490,0.19
V491,0.41
V492,0.19
V493,0.37
V494,0.26
V495,0.22
V496,0.26
V497,0.11
V498,0.15
V499,0.37
V500,0.37
V501,0.33
V502,0.3
V503,0.22
V504,0.22
V505,0.22
V506,0.19
V507,0.33
V508,0.19
V509,0.33
V510,0.3
V511,0.33
V512,0.37
V513,0.33
V514,0.3
V515,0.04
V516,0.19
V517,0.26
V518,0.15
V519,0.37
V520,0.33
V521,0.3
V522,0.15
V523,0.33
V524,0.37
V525,0.3
V526,0.15
V527,0.15
V528,0.04
V529,0.19
V530,0.19
V531,0.11
V532,0.33
V533,0.15
V534,0.33
V535,0.37
V536,0.37
V537,0.22
V538,0.85
V539,0.15
V540,0.07
V541,0.59
V542,0.26
V543,0.37
V544,0.11
V545,0.56
V546,0.07
V547,0.15
V548,0.22
V549,0.26
V550,0.33
V551,0.37
V552,0.22
V553,0.15
V554,0.07
V555,0.37
V556,0.26
V557,0.07
V558,0.15
V559,0.85
V560,0.07
V561,0.22
V562,0.3
V563,0.33
V564,0.22
V565,0.37
V566,0.3
V567,0.37
V568,0
V569,0.04
V570,0.33
V571,0.19
V572,0.26
V573,0.11
V574,0.22
V575,0.07
V576,0.37
V577,0.33
V578,0.15
V579,0.07
V580,0.15
V581,0.22
V582,0.33
V583,0.37
V584,0.37
V585,0.33
V586,0.19
V587,0.37
V588,0.85
V589,0.19
V590,0.37
V591,0
V592,0.26
V593,0.33
V594,0.22
V595,0.33
V596,0.37
V597,0.11
V598,0.37
V599,0.22
V600,0.19
V601,0.04
V602,0.44
V603,0.33
V604,0.22
V605,0.3
V606,0.19
V607,0.04
V608,0.37
V609,0.22
V610,0.26
V611,0.37
V612,0.04
V613,0.15
V614,0.3
V615,0.33
V616,0.3
V617,0.33
V618,0.3
V619,0.37
V620,0.26
V621,0.26
V622,0.26
V623,0.33
V624,0.3
V625,0.11
V626,0.11
V627,0.04
V628,0.37
V629,0.15
V630,0.37
V631,0.19
V632,0.26
V633,0.11
V634,0.3
V635,0.04
V636,0.26
V637,0.15
V638,0.3
V639,0.22
V640,0.33
V641,0.3
V642,0.33
V643,0.33
V644,0.33
V645,0.37
V646,0.3
V647,0.04
V648,0.26
V649,0.22
V650,0.37
V651,0.3
V652,0.37
V653,0.3
V654,0.15
V655,0.3
V656,0.04
V657,0.33
V658,0.22
V659,0.33
V660,0.15
V661,0.19
V662,0.3
V663,0.11
V664,0.37
V665,0.04
V666,0.33
V667,0.19
V668,0.26
V669,0.22
V670,0.15
V671,0.07
V672,0.26
V673,0.26
V674,0.37
V675,0.22
V676,0.37
V677,0.15
V678,0.26
V679,0.37
V680,0.26
V681,0.26
V682,0.26
V683,0.89
V684,0.37
V685,0.33
V686,0.26
V687,0.37
V688,0.3
V689,0.3
V690,0.11
V691,0.26
V692,0
V693,0.26
V694,0.15
V695,0.33
V696,0.22
V697,0.37
V698,0.19
V699,0
V700,0.22
V701,0.22
V702,0.15
V703,0.3
V704,0.3
V705,0.26
V706,0.11
V707,0.37
V708,0.41
V709,0.33
V710,0.37
V711,0.22
V712,0.41
V713,0.07
V714,0.37
V715,0.37
V716,0.26
V717,0.41
V718,0.22
V719,0.37
V720,0.33
V721,0.37
V722,0.19
V723,0.19
V724,0.33
V725,0.15
V726,0.33
V727,0.04
V728,0.19
V729,0.85
V730,0
V731,0.19
V732,0.37
V733,0.19
V734,0.15
V735,0.3
V736,0.19
V737,0.33
V738,0.22
V739,0.37
V740,0.33
V741,0.22
V742,0.19
V743,0.15
V744,0.33
V745,0.37
V746,0.37
V747,0.22
V748,0.33
V749,0.33
V750,0.37
V751,0.19
V752,0.26
V753,0.37
V754,0.04
V755,0.37
V756,0.22
V757,0.11
V758,0.26
V759,0.26
V760,0.3
V761,0.22
V762,0.19
V763,0.04
V764,0.07
V765,0.26
V766,0.37
V767,0.3
V768,0.33
V769,0.3
V770,0.15
V771,0.33
V772,0.07
V773,0.3
V774,0.41
V775,0.19
V776,0.26
V777,0.3
V778,0.3
V779,0.74
V780,0.19
V781,0.22
V782,0.41
V783,0.19
V784,0.15
V785,0.22
V786,0.04
V787,0.26
V788,0.11
V789,0.26
V790,0.37
V791,0.3
V792,0.37
V793,0.11
V794,0.11
V795,0.26
V796,0.26
V797,0.19
V798,0
V799,0.33
V800,0.3
V801,0.3
V802,0.26
V803,0.33
V804,0.37
V805,0.33
V806,0.15
V807,0.15
V808,0.11
V809,0.33
V810,0.11
V811,0.33
V812,0.11
V813,0.22
V814,0.33
V815,0.11
V816,0.37
V817,0.19
V818,0.26
V819,0.33
V820,0.37
V821,0.37
V822,0.19
V823,0.3
V824,0.37
V825,0.37
V826,0.33
V827,0.22
V828,0.33
V829,0.33
V830,0.3
V831,0.22
V832,0.15
V833,0.19
V834,0.37
V835,0.33
V836,0.41
V837,0
V838,0.26
V839,0.19
V840,0.37
V841,0.37
V842,0.15
V843,0.19
V844,0.37
V845,0.22
V846,0.37
V847,0.19
V848,0.41
V849,0.37
V850,0.19
V851,0.07
V852,0.33
V853,0.07
V854,0.22
V855,0.19
V856,0.15
V857,0.37
V858,0.37
V859,0.04
V860,0.33
V861,0.3
V862,0.3
V863,0.33
V864,0.11
V865,0.15
V866,0.11
V867,0.15
V868,0.33
V869,0.37
V870,0.37
V871,0.15
V872,0.22
V873,0.37
V874,0.04
V875,0.41
V876,0.11
V877,0.3
V878,0.26
V879,0.26
V880,0.26
V881,0.04
V882,0.11
V883,0.33
V884,0.04
V885,0.37
V886,0.19
V887,0.26
V888,0.3
V889,0.37
V890,0.26
V891,0.3
V892,0.22
V893,0.37
V894,0.3
V895,0.15
V896,0.19
V897,0.37
V898,0.3
V899,0.37
V900,0.3
V901,0.3
V902,0.37
V903,0.37
V904,0.37
V905,0.19
V906,0.26
V907,0.3
V908,0.22
V909,0.11
V910,0.15
V911,0.56
V912,0.26
V913,0.33
V914,0.3
V915,0.37
V916,0.26
V917,0.19
V918,0.33
V919,0.33
V920,0.11
V921,0.33
V922,0.07
V923,0.33
V924,0.33
V925,0.19
V926,0.37
V927,0.15
V928,0.44
V929,0
V930,0.41
V931,0.3
V932,0.37
V933,0.22
V934,0.04
V935,0.22
V936,0.3
V937,0.3
V938,0.11
V939,0.37
V940,0.04
V941,0.26
V942,0.37
V943,0.37
V944,0.33
V945,0
V946,0.52
V947,0.15
V948,0.26
V949,0.37
V950,0.19
V951,0.07
V952,0.07
V953,0.07
V954,0.33
V955,0.41
V956,0.19
V957,0.33
V958,0.11
V959,0.37
V960,0.22
V961,0.19
V962,0.37
V963,0.33
V964,0.3
V965,0.3
V966,0.19
V967,0.15
V968,0.15
V969,0.37
V970,0.33
V971,0.07
V972,0.33
V973,0.07
V974,0.04
V975,0.37
V976,0.33
V977,0.37
V978,0.22
V979,0.22
V980,0.33
V981,0.15
V982,0.3
V983,0.19
V984,0.33
V985,0.11
V986,0.22
V987,0.15
V988,0.33
V989,0.04
V990,0.37
V991,0.33
V992,0.37
V993,0.33
V994,0.19
V995,0.26
V996,0.3
V997,0.37
V998,0.15
V999,0.15
V1000,0.07
V1001,0.33
V1002,0.33
V1003,0.37
V1004,0.3
V1005,0.37
V1006,0.37
V1007,0.15
V1008,0.26
V1009,0.19
V1010,0.26
V1011,0.26
V1012,0.3
V1013,0.11
V1014,0.26
V1015,0.26
V1016,0.37
V1017,0.33
V1018,0
V1019,0.3
V1020,0.11
V1021,0.37
V1022,0.07
V1023,0.33
V1024,0.37
V1025,0.15
V1026,0.22
V1027,0.22
V1028,0.22
V1029,0.22
V1030,0.3
V1031,0.37
V1032,0.37
V1033,0.33
V1034,0.07
V1035,0.22
V1036,0.22
V1037,0.22
V1038,0.33
V1039,0.96
V1040,0.11
V1041,0.37
V1042,0.37
V1043,0.26
V1044,0.33
V1045,0.22
V1046,0.15
V1047,0.33
V1048,0.26
V1049,0.26
V1050,0.37
V1051,0.26
V1052,0.37
V1053,0.3
V1054,0.33
V1055,0.3
V1056,0.3
V1057,0.07
V1058,0.19
V1059,0.07
V1060,0.15
V1061,0.37
V1062,0.3
V1063,0.33
V1064,0.19
V1065,0.11
V1066,0.19
V1067,0.19
V1068,0.26
V1069,0.15
V1070,0.81
V1071,0.11
V1072,0.3
V1073,0.3
V1074,0.33
V1075,0.26
V1076,0.33
V1077,0.15
V1078,0.07
V1079,0.33
V1080,0.33
V1081,0.37
V1082,0.37
V1083,0.7
V1084,0.41
V1085,0.22
V1086,0.37
V1087,0.04
V1088,0.19
V1089,0.22
V1090,0.37
V1091,0.19
V1092,0.22
V1093,0.37
V1094,0.3
V1095,0.04
V1096,0.37
V1097,0.07
V1098,0.26
V1099,0.19
V1100,0.33
V1101,0.19
V1102,0.37
V1103,0.3
V1104,0.37
V1105,0.89
V1106,0.37
V1107,0.67
V1108,0.19
V1109,0.37
V1110,0.26
V1111,0.22
V1112,0.33
V1113,0.26
V1114,0.26
V1115,0.3
V1116,0.3
V1117,0.37
V1118,0.37
V1119,0.3
V1120,0.22
V1121,0.37
V1122,0.19
V1123,0.22
V1124,0.11
V1125,0.19
V1126,0.37
V1127,0.04
V1128,0.26
V1129,0.26
V1130,0.37
V1131,0.19
V1132,0.19
V1133,0.22
V1134,0.19
V1135,0.26
V1136,0.07
V1137,0.22
V1138,0.15
V1139,0.37
V1140,0.33
V1141,0.07
V1142,0.26
V1143,0.37
V1144,0.37
V1145,0.19
V1146,0.19
V1147,0.11
V1148,0.15
V1149,0.3
V1150,0.22
V1151,0.3
V1152,0.26
V1153,0.37
V1154,0.3
V1155,0.3
V1156,0.15
V1157,0.3
V1158,0.22
V1159,0.33
V1160,0.37
V1161,0.33
V1162,0.15
V1163,0.11
V1164,0.19
V1165,0
V1166,0.26
V1167,0.22
V1168,0.26
V1169,0.19
V1170,0.15
V1171,0.22
V1172,0.07
V1173,0.15
V1174,0.15
V1175,0.07
V1176,0.33
V1177,0.3
V1178,0.26
V1179,0.41
V1180,0.04
V1181,0.22
V1182,0.37
V1183,0.22
V1184,0.22
V1185,0.22
V1186,0.26
V1187,0.26
V1188,0.19
V1189,0.33
V1190,0.26
V1191,0.11
V1192,0.33
V1193,0.37
V1194,0.33
V1195,0.26
V1196,0.33
V1197,0.19
V1198,0.11
V1199,0.37
V1200,0.22
V1201,0.07
V1202,0.11
V1203,0.26
V1204,0.07
V1205,0.3
V1206,0.33
V1207,0.3
V1208,0.19
V1209,0.26
V1210,0.22
V1211,0.85
V1212,0.37
V1213,0.33
V1214,0.11
V1215,0.33
V1216,0.11
V1217,0.3
V1218,0.3
V1219,0.07
V1220,0.19
V1221,0.19
V1222,0.3
V1223,0.3
V1224,0.37
V1225,0.33
V1226,0.33
V1227,0.15
V1228,0.33
V1229,0.37
V1230,0.33
V1231,0.3
V1232,0.19
V1233,0.37
V1234,0.11
V1235,0.22
V1236,0.37
V1237,0.37
V1238,0.37
V1239,0.33
V1240,0.07
V1241,0.33
V1242,0.37
V1243,0.07
V1244,0.3
V1245,0.3
V1246,0.26
V1247,0.3
V1248,0.26
V1249,0.15
V1250,0.3
V1251,0.11
V1252,0.37
V1253,0.22
V1254,0.33
V1255,0.15
V1256,0.3
V1257,0.19
V1258,0.37
V1259,0.15
V1260,0.3
V1261,0.3
V1262,0.3
V1263,0.37
V1264,0.22
V1265,0.07
V1266,0.33
V1267,0.3
V1268,0.26
V1269,0.33
V1270,0.19
V1271,0.15
V1272,0.04
V1273,0.33
V1274,0.26
V1275,0.37
V1276,0.37
V1277,0.26
V1278,0.15
V1279,0.26
V1280,0.26
V1281,0.26
V1282,0.07
V1283,0.33
V1284,0.22
V1285,0.37
V1286,0.3
V1287,0.04
V1288,0.37
V1289,0.37
V1290,0.11
V1291,0.3
V1292,0.26
V1293,0.37
V1294,0.19
V1295,0.37
V1296,0.33
V1297,0.11
V1298,0.37
V1299,0.33
V1300,0.19
V1301,0.22
V1302,0.3
V1303,0.26
V1304,0.78
V1305,0
V1306,0.37
V1307,0.37
V1308,0.37
V1309,0.3
V1310,0.37
V1311,0.33
V1312,0.33
V1313,0.04
V1314,0.3
V1315,0.19
V1316,0.19
V1317,0.33
V1318,0.37
V1319,0.22
V1320,0.33
V1321,0.3
V1322,0.33
V1323,0.22
V1324,0.37
V1325,0.07
V1326,0.11
V1327,0.3
V1328,0.37
V1329,0.19
V1330,0.37
V1331,0.37
V1332,0.19
V1333,0.33
V1334,0.11
V1335,0.11
V1336,0.26
V1337,0.15
V1338,0.15
V1339,0.04
V1340,0.15
V1341,0.26
V1342,0.33
V1343,0.33
V1344,0.15
V1345,0.37
V1346,0.19
V1347,0.41
V1348,0.41
V1349,0.37
V1350,0.15
V1351,0.37
V1352,0.26
V1353,0.07
V1354,0.07
V1355,0.04
V1356,0.74
V1357,0.22
V1358,0.37
V1359,0.15
V1360,0.37
V1361,0.22
V1362,0.33
V1363,0.37
V1364,0.15
V1365,0.3
V1366,0.22
V1367,0.3
V1368,0.19
V1369,0.11
V1370,0.37
V1371,0.33
V1372,0.33
V1373,0.33
V1374,0.22
V1375,0.33
V1376,0.11
V1377,0.26
V1378,0.22
V1379,0.19
V1380,0.26
V1381,0.26
V1382,0.37
V1383,0.33
V1384,0.15
V1385,0.33
V1386,0.37
V1387,0.07
V1388,0.07
V1389,0.33
V1390,0.26
V1391,0.26
V1392,0.04
V1393,0
V1394,0.19
V1395,0.07
V1396,0.07
V1397,0.04
V1398,0.22
V1399,0.15
V1400,0.3
V1401,0.11
V1402,0.37
V1403,0.3
V1404,0.3
V1405,0.26
V1406,0.3
V1407,0.11
V1408,0.33
V1409,0.3
V1410,0.3
V1411,0.33
V1412,0.3
V1413,0.19
V1414,0.26
V1415,0.22
V1416,0.3
V1417,0.19
V1418,0.37
V1419,0.37
V1420,0.22
V1421,0.15
V1422,0.33
V1423,0.33
V1424,0.15
V1425,0.3
V1426,0.56
V1427,0.33
V1428,0.37
V1429,0.15
V1430,0.37
V1431,0.07
V1432,0.15
V1433,0.37
V1434,0.07
V1435,0.19
V1436,0.33
V1437,0.33
V1438,0
V1439,0.15
V1440,0.37
V1441,0.22
V1442,0.37
V1443,0.15
V1444,0.15
V1445,0.33
V1446,0.37
V1447,0.3
V1448,0.22
V1449,0.11
V1450,0.15
V1451,0.37
V1452,0.26
V1453,0.19
V1454,0.44
V1455,0.26
V1456,0.3
V1457,0.15
V1458,0.22
V1459,0.33
V1460,0.19
V1461,0.3
V1462,0.37
V1463,0.37
V1464,0.15
V1465,0.04
V1466,0.19
V1467,0.3
V1468,0.3
V1469,0.37
V1470,0.07
V1471,0.3
V1472,0.3
V1473,0.33
V1474,0.41
V1475,0.22
V1476,0.11
V1477,0.15
V1478,0.37
V1479,0.19
V1480,0.22
V1481,0.19
V1482,0.11
V1483,0.85
V1484,0.37
V1485,0.37
V1486,0.37
V1487,0.19
V1488,0.26
V1489,0.3
V1490,0.26
V1491,0.22
V1492,0.33
V1493,0.3
V1494,0.04
V1495,0.07
V1496,0.37
V1497,0.19
V1498,0.33
V1499,0.41
V1500,0.3
V1501,0.15
V1502,0.37
V1503,0.19
V1504,0.33
V1505,0.22
V1506,0.33
V1507,0.22
V1508,0.26
V1509,0.33
V1510,0.37
V1511,0.33
V1512,0.37
V1513,0.37
V1514,0.37
V1515,0.37
V1516,0.37
V1517,0.26
V1518,0.33
V1519,0.37
V1520,0.26
V1521,0.37
V1522,0.07
V1523,0.22
V1524,0.22
V1525,0
V1526,0.26
V1527,0.22
V1528,0.37
V1529,0.11
V1530,0.37
V1531,0.3
V1532,0.11
V1533,0.19
V1534,0.22
V1535,0.3
V1536,0.33
V1537,0.3
V1538,0.37
V1539,0.33
V1540,0.19
V1541,0.37
V1542,0.33
V1543,0.15
V1544,0.3
V1545,0.3
V1546,0.33
V1547,0.15
V1548,0
V1549,0.33
V1550,0.15
V1551,0.33
V1552,0.3
V1553,0.37
V1554,0.33
V1555,0.33
V1556,0.3
V1557,0.19
V1558,0.22
V1559,0.33
V1560,0.33
V1561,0.22
V1562,0.33
V1563,0.33
V1564,0.33
V1565,0.15
V1566,0.11
V1567,0.37
V1568,0.37
V1569,0.11
V1570,0.26
V1571,0.22
V1572,0
V1573,0.33
V1574,0.37
V1575,0.33
V1576,0.07
V1577,0.07
V1578,0.19
V1579,0.19
V1580,0.22
V1581,0.26
V1582,0.3
V1583,0.19
V1584,0.3
V1585,0.22
V1586,0.22
V1587,0.37
V1588,0.19
V1589,0.07
V1590,0.37
V1591,0.07
V1592,0.37
V1593,0.19
V1594,0.22
V1595,0.33
V1596,0.33
V1597,0.37
V1598,0.26
V1599,0.15
V1600,0.3
V1601,0.37
V1602,0.33
V1603,0.22
V1604,0.37
V1605,0.11
V1606,0.11
V1607,0.3
V1608,0.22
V1609,0.33
V1610,0.11
V1611,0.19
V1612,0.37
V1613,0.37
V1614,0.44
V1615,0.3
V1616,0.07
V1617,0.26
V1618,0.37
V1619,0.26
V1620,0.07
V1621,0.22
V1622,0.33
V1623,0.33
V1624,0.3
V1625,0.3
V1626,0.22
V1627,0.3
V1628,0.07
V1629,0.22
V1630,0.37
V1631,0.37
V1632,0.22
V1633,0.26
V1634,0.22
V1635,0.22
V1636,0.48
V1637,0.22
V1638,0.26
V1639,0.33
V1640,0.93
V1641,0.07
V1642,0.22
V1643,0.33
V1644,0.15
V1645,0.22
V1646,0.3
V1647,0.3
V1648,0.15
V1649,0.04
V1650,0.37
V1651,0.33
V1652,0.33
V1653,0.3
V1654,0.3
V1655,0.37
V1656,0.22
V1657,0.19
V1658,0.15
V1659,0.3
V1660,0.11
V1661,0.37
V1662,0.19
V1663,0.22
V1664,0.07
V1665,0.37
V1666,0.22
V1667,0.3
V1668,0.19
V1669,0.26
V1670,0.19
V1671,0.11
V1672,0.3
V1673,0.26
V1674,0.37
V1675,0.22
V1676,0.37
V1677,0.33
V1678,0.33
V1679,0.33
V1680,0.33
V1681,0.19
V1682,0.3
V1683,0.11
V1684,0.26
V1685,0.26
V1686,0.07
V1687,0.3
V1688,0.33
V1689,0.37
V1690,0.37
V1691,0.3
V1692,0.07
V1693,0.22
V1694,0.3
V1695,0.07
V1696,0.26
V1697,0.33
V1698,0.26
V1699,0.26
V1700,0.33
V1701,0.3
V1702,0.26
V1703,0.33
V1704,0.15
V1705,0.37
V1706,0.37
V1707,0.37
V1708,0.11
V1709,0.33
V1710,0.37
V1711,0.11
V1712,0.3
V1713,0.26
V1714,0.15
V1715,0.3
V1716,0.33
V1717,0.19
V1718,0.26
V1719,0.26
V1720,0.22
V1721,0.37
V1722,0.26
V1723,0.19
V1724,0.3
V1725,0.07
V1726,0.19
V1727,0.19
V1728,0.19
V1729,0.33
V1730,0.37
V1731,0.19
V1732,0.33
V1733,0.3
V1734,0.19
V1735,0.15
V1736,0.11
V1737,0.15
V1738,0.37
V1739,0.37
V1740,0.3
V1741,0
V1742,0.04
V1743,0.37
V1744,0.3
V1745,0.22
V1746,0.15
V1747,0.3
V1748,0.11
V1749,0.37
V1750,0.22
V1751,0.11
V1752,0.07
V1753,0.37
V1754,0.19
V1755,0.41
V1756,0.15
V1757,0.37
V1758,0.33
V1759,0.37
V1760,0.22
V1761,0.22
V1762,0.26
V1763,0.26
V1764,0.19
V1765,0.44
V1766,0.37
V1767,0.33
V1768,0.07
V1769,0.33
V1770,0.37
V1771,0.3
V1772,0.07
V1773,0.15
V1774,0.37
V1775,0.26
V1776,0.89
V1777,0.26
V1778,0.33
V1779,0.26
V1780,0.41
V1781,0.37
V1782,0.37
V1783,0.26
V1784,0.26
V1785,0.15
V1786,0.26
V1787,0.3
V1788,0.19
V1789,0.15
V1790,0.33
V1791,0.15
V1792,0.19
V1793,0.11
V1794,0.3
V1795,0.37
V1796,0.37
V1797,0.22
V1798,0.22
V1799,0.15
V1800,0.33
V1801,0.3
V1802,0.37
V1803,0.37
V1804,0.15
V1805,0.33
V1806,0.15
V1807,0.15
V1808,0.37
V1809,0.33
V1810,0.33
V1811,0.37
V1812,0.15
V1813,0.26
V1814,0.15
V1815,0.11
V1816,0.26
V1817,0.15
V1818,0.04
V1819,0.33
V1820,0.22
V1821,0.33
V1822,0.3
V1823,0.19
V1824,0.37
V1825,0.33
V1826,0.07
V1827,0.37
V1828,0.07
V1829,0.37
V1830,0.33
V1831,0.33
V1832,0.3
V1833,0.3
V1834,0.19
V1835,0.26
V1836,0.22
V1837,0.3
V1838,0.26
V1839,0.26
V1840,0.33
V1841,0.33
V1842,0.22
V1843,0.37
V1844,0.33
V1845,0.19
V1846,0.26
V1847,0.22
V1848,0.22
V1849,0.11
V1850,0.44
V1851,0.37
V1852,0.04
V1853,0.19
V1854,0.26
V1855,0.3
V1856,0.19
V1857,0.15
V1858,0.22
V1859,0.15
V1860,0.15
V1861,0.37
V1862,0.22
V1863,0.26
V1864,0.11
V1865,0.33
V1866,0.22
V1867,0.37
V1868,0.41
V1869,0.33
V1870,0.33
V1871,0.37
V1872,0.26
V1873,0.3
V1874,0.33
V1875,0.3
V1876,0.37
V1877,0.15
V1878,0.15
V1879,0.33
