SNP,miss_prop
V193,0.36
V194,0.18
V195,0.18
V196,0.36
V197,0.36
V198,0.09
V199,0.27
V200,0.09
V201,0.09
V202,0.27
V203,0.18
V204,0.27
V205,0
V206,0
V207,0.09
V208,0.18
V209,0.36
V210,0.27
V211,0.27
V212,0.18
V213,0.27
V214,0.36
V215,0.27
V216,0.27
V217,0.18
V218,0.09
V219,0.18
V220,0.27
V221,0.27
V222,0.36
V223,0.27
V224,0
V225,0
V226,0.18
V227,0.36
V228,0.27
V229,0
V230,0.36
V231,0.36
V232,0.18
V233,0.27
V234,0.09
V235,0.36
V236,0.27
V237,0.36
V238,0.09
V239,0.36
V240,0.09
V241,0.27
V242,0.18
V243,0
V244,0.36
V245,0.18
V246,0.27
V247,0.09
V248,0.36
V249,0.09
V250,0.36
V251,0.09
V252,0
V253,0.09
V254,0.36
V255,0.36
V256,0.45
V257,0.18
V258,0.27
V259,0.09
V260,0.27
V261,0.36
V262,0.36
V263,0.27
V264,0.18
V265,0.27
V266,0.27
V267,0
V268,0.36
V269,0.36
V270,0.36
V271,0.27
V272,0.27
V273,0.09
V274,0.36
V275,0.27
V276,0.27
V277,0.18
V278,0.27
V279,0.09
V280,0.27
V281,0.09
V282,0.18
V283,0.27
V284,0.18
V285,0.27
V286,0.36
V287,0.36
V288,0.36
V289,0.36
V290,0.36
V291,0.27
V292,0.36
V293,0.36
V294,0.36
V295,0.36
V296,0.36
V297,0.27
V298,0.18
V299,0.36
V300,0.27
V301,0.36
V302,0.18
V303,0.36
V304,0.27
V305,0.36
V306,0.18
V307,0.36
V308,0.36
V309,0.09
V310,0.36
V311,0.27
V312,0.27
V313,0.36
V314,0.36
V315,0.36
V316,0
V317,0.18
V318,0.18
V319,0.27
V320,0.27
V321,0.36
V322,0.36
V323,0.27
V324,0.36
V325,0.27
V326,0.45
V327,0.18
V328,0.36
V329,0.27
V330,0.27
V331,0.36
V332,0.36
V333,0.36
V334,0
V335,0.36
V336,0.18
V337,0.27
V338,0.18
V339,0.18
V340,0.36
V341,0.27
V342,0.18
V343,0.27
V344,0.36
V345,0.18
V346,0.09
V347,0.18
V348,0.36
V349,0.45
V350,0.27
V351,0.36
V352,0.36
V353,0.36
V354,0.36
V355,0.18
V356,0.36
V357,0
V358,0.36
V359,0.36
V360,0.55
V361,0.09
V362,0.18
V363,0.36
V364,0.36
V365,0.27
V366,0.18
V367,0.18
V368,0.36
V369,0.27
V370,0.27
V371,0.09
V372,0.09
V373,0.36
V374,0.36
V375,0.18
V376,0.27
V377,0.36
V378,0.36
V379,0.18
V380,0.45
V381,0.27
V382,0.27
V383,0.27
V384,0.27
V385,0.36
V386,0.09
V387,0.36
V388,0.18
V389,0.36
V390,0.18
V391,0.27
V392,0.27
V393,0.09
V394,0.18
V395,0.27
V396,0.36
V397,0
V398,0.36
V399,0.36
V400,0.36
V401,0.27
V402,0.18
V403,0.27
V404,0.09
V405,0.36
V406,0.36
V407,0.36
V408,0.27
V409,0.18
V410,0.36
V411,0.18
V412,0.27
V413,0
V414,0.36
V415,0.18
V416,0.27
V417,0.09
V418,0.36
V419,0.36
V420,0.09
V421,0.36
V422,0.36
V423,0.18
V424,0.36
V425,0.36
V426,0
V427,0.36
V428,0.18
V429,0
V430,0.18
V431,0.36
V432,0.27
V433,0.09
V434,0.18
V435,0.27
V436,0.09
V437,0.27
V438,0.36
V439,0.27
V440,0.27
V441,0.18
V442,0.36
V443,0.45
V444,0.09
V445,0
V446,0.09
V447,0.27
V448,0.18
V449,0.18
V450,0
V451,0.36
V452,0.27
V453,0.27
V454,0.36
V455,0.36
V456,0.27
V457,0.36
V458,0.36
V459,0.27
V460,0
V461,0.27
V462,0.09
V463,0.36
V464,0.18
V465,0.18
V466,0.09
V467,0.27
V468,0.18
V469,0.36
V470,0.36
V471,0.27
V472,0.09
V473,0
V474,0.18
V475,0.36
V476,0.18
V477,0.36
V478,0.36
V479,0.18
V480,0
V481,0.09
V482,0.36
V483,0.18
V484,0.18
V485,0.27
V486,0.36
V487,0.09
V488,0.27
V489,0.09
V490,0.36
V491,0.27
V492,0.09
V493,0.36
V494,0.36
V495,0.18
V496,0.09
V497,0.09
V498,0.27
V499,0.27
V500,0.27
V501,0.45
V502,0.36
V503,0.36
V504,0.27
V505,0.09
V506,0.27
V507,0.27
V508,0.27
V509,0.09
V510,0
V511,0.09
V512,0.36
V513,0.09
V514,0.36
V515,0.27
V516,0.36
V517,0
V518,0.18
V519,0
V520,0.09
V521,0.36
V522,0.18
V523,0
V524,0.27
V525,0.27
V526,0.27
V527,0.36
V528,0.18
V529,0.27
V530,0.27
V531,0
V532,0.36
V533,0.27
V534,0.27
V535,0.27
V536,0.18
V537,0.36
V538,0.27
V539,0.27
V540,0
V541,0.18
V542,0.27
V543,0.18
V544,0.27
V545,0.36
V546,0.36
V547,0.36
V548,0.36
V549,0.27
V550,0.27
V551,0.18
V552,0.18
V553,0.27
V554,0.36
V555,0.09
V556,0.27
V557,0.27
V558,0.36
V559,0.27
V560,0.18
V561,0.27
V562,0.09
V563,0.27
V564,0.27
V565,0.18
V566,0.36
V567,0
V568,0.27
V569,0.27
V570,0.27
V571,0.18
V572,0.36
V573,0.36
V574,0.09
V575,0
V576,0.36
V577,0.18
V578,0.18
V579,0.27
V580,0.09
V581,0.27
V582,0.18
V583,0.09
V584,0.36
V585,0.27
V586,0.27
V587,0
V588,0.36
V589,0.36
V590,0.18
V591,0
V592,0.09
V593,0.09
V594,0.18
V595,0.36
V596,0.27
V597,0.18
V598,0
V599,0.27
V600,0.27
V601,0.27
V602,0.36
V603,0.82
V604,0.09
V605,0.27
V606,0.18
V607,0.36
V608,0.27
V609,0.27
V610,0.18
V611,0.45
V612,0.27
V613,0.36
V614,0.36
V615,0.27
V616,0.36
V617,0.27
V618,0.27
V619,0.36
V620,0
V621,0.18
V622,0.36
V623,0
V624,0.27
V625,0.09
V626,0.36
V627,0.36
V628,0.27
V629,0.36
V630,0.36
V631,0.27
V632,0
V633,0.27
V634,0.18
V635,0.18
V636,0.36
V637,0.45
V638,0.36
V639,0.18
V640,0.09
V641,0
V642,0.27
V643,0.36
V644,0.27
V645,0
V646,0.36
V647,0.27
V648,0.18
V649,0.36
V650,0.09
V651,0.18
V652,0
V653,0.18
V654,0.18
V655,0.36
V656,0.27
V657,0.36
V658,0.36
V659,0.18
V660,0.09
V661,0.09
V662,0.18
V663,0.36
V664,0.36
V665,0.36
V666,0
V667,0.09
V668,0.36
V669,0.36
V670,0.18
V671,0.09
V672,0.36
V673,0.18
V674,0.27
V675,0.09
V676,0.45
V677,0.36
V678,0.18
V679,0.36
V680,0.09
V681,0.36
V682,0
V683,0.18
V684,0.18
V685,0.27
V686,0.45
V687,0.18
V688,0.09
V689,0.09
V690,0.27
V691,0.36
V692,0.27
V693,0
V694,0.18
V695,0.27
V696,0.36
V697,0.36
V698,0.27
V699,0.36
V700,0.18
V701,0.36
V702,0.18
V703,0.36
V704,0.09
V705,0.09
V706,0.36
V707,0
V708,0.27
V709,0.36
V710,0.18
V711,0.18
V712,0.18
V713,0.36
V714,0.36
V715,0.36
V716,0.09
V717,0.36
V718,0.36
V719,0.27
V720,0.27
V721,0.27
V722,0.45
V723,0.18
V724,0.27
V725,0.36
V726,0.09
V727,0.27
V728,0.09
V729,0.09
V730,0.18
V731,0.09
V732,0.09
V733,0.27
V734,0.18
V735,0.18
V736,0.36
V737,0.18
V738,0.27
V739,0
V740,0.27
V741,0
V742,0.36
V743,0.09
V744,0.18
V745,0.27
V746,0.27
V747,0.18
V748,0.18
V749,0.36
V750,0.27
V751,0.36
V752,0.36
V753,0.36
V754,0
V755,0.27
V756,0.27
V757,0.36
V758,0.27
V759,0.18
V760,0.36
V761,0.27
V762,0.36
V763,0.36
V764,0.18
V765,0.36
V766,0.36
V767,0.27
V768,0.36
V769,0.36
V770,0.36
V771,0.18
V772,0
V773,0.18
V774,0.36
V775,0.18
V776,0.36
V777,0.27
V778,0.18
V779,0.27
V780,0.09
V781,0.09
V782,0.18
V783,0.18
V784,0
V785,0.18
V786,0.36
V787,0.27
V788,0.09
V789,0.09
V790,0.27
V791,0
V792,0.36
V793,0.18
V794,0.18
V795,0.27
V796,0.27
V797,0.27
V798,0.27
V799,0.18
V800,0
V801,0.36
V802,0.36
V803,0.09
V804,0.27
V805,0.27
V806,0.36
V807,0.18
V808,0.36
V809,0.27
V810,0.27
V811,0.27
V812,0.36
V813,0.09
V814,0.27
V815,0.36
V816,0
V817,0.36
V818,0.36
V819,0.36
V820,0.27
V821,0
V822,0.27
V823,0.18
V824,0.09
V825,0.36
V826,0.18
V827,0.36
V828,0.18
V829,0.09
V830,0.27
V831,0
V832,0.18
V833,0.27
V834,0.36
V835,0.36
V836,0.27
V837,0.27
V838,0.18
V839,0.27
V840,0.27
V841,0.36
V842,0.36
V843,0.36
V844,0.18
V845,0.18
V846,0.09
V847,0.18
V848,0.18
V849,0
V850,0.36
V851,0.09
V852,0.27
V853,0
V854,0.18
V855,0.27
V856,0
V857,0.27
V858,0
V859,0.09
V860,0.18
V861,0.18
V862,0.18
V863,0.18
V864,0.18
V865,0.36
V866,0.36
V867,0.36
V868,0.36
V869,0.09
V870,0.18
V871,0.27
V872,0.36
V873,0.18
V874,0.36
V875,0
V876,0.09
V877,0.36
V878,0.27
V879,0.27
V880,0.36
V881,0.18
V882,0.27
V883,0.18
V884,0.27
V885,0.09
V886,0.09
V887,0.18
V888,0.27
V889,0.27
V890,0.27
V891,0.18
V892,0.18
V893,0.36
V894,0.18
V895,0.18
V896,0.09
V897,0.27
V898,0.36
V899,0.27
V900,0.27
V901,0.27
V902,0.09
V903,0.36
V904,0.36
V905,0.36
V906,0.36
V907,0
V908,0.27
V909,0.18
V910,0.27
V911,0.36
V912,0.36
V913,0.36
V914,0
V915,0.18
V916,0
V917,0.45
V918,0.36
V919,0
V920,0.18
V921,0.36
V922,0.18
V923,0
V924,0.09
V925,0.09
V926,0.36
V927,0.27
V928,0.36
V929,0.27
V930,0
V931,0.36
V932,0.09
V933,0.27
V934,0.27
V935,0.27
V936,0.27
V937,0.27
V938,0.18
V939,0.36
V940,0.18
V941,0.36
V942,0.27
V943,0.18
V944,0.09
V945,0.18
V946,0.36
V947,0.27
V948,0
V949,0.18
V950,0.09
V951,0.36
V952,0.36
V953,0.09
V954,0.36
V955,0.27
V956,0.36
V957,0.27
V958,0.09
V959,0.18
V960,0.18
V961,0.27
V962,0.27
V963,0.18
V964,0.18
V965,0.27
V966,0.27
V967,0.27
V968,0.09
V969,0.27
V970,0.27
V971,0.27
V972,0.18
V973,0.18
V974,0.36
V975,0.18
V976,0.36
V977,0.36
V978,0.09
V979,0.27
V980,0.09
V981,0.09
V982,0.09
V983,0.09
V984,0.27
V985,0.27
V986,0.36
V987,0.36
V988,0.36
V989,0.27
V990,0.09
V991,0
V992,0.18
V993,0.36
V994,0.09
V995,0.09
V996,0.27
V997,0.09
V998,0.36
V999,0.27
V1000,0.36
V1001,0.18
V1002,0.09
V1003,0.18
V1004,0.27
V1005,0.36
V1006,0.27
V1007,0.36
V1008,0.27
V1009,0
V1010,0.36
V1011,0.27
V1012,0.36
V1013,0.27
V1014,0.27
V1015,0.36
V1016,0.27
V1017,0.18
V1018,0.36
V1019,0.18
V1020,0.27
V1021,0.27
V1022,0.27
V1023,0.18
V1024,0.09
V1025,0.09
V1026,0.09
V1027,0
V1028,0.09
V1029,0.36
V1030,0.36
V1031,0.18
V1032,0
V1033,0.27
V1034,0.36
V1035,0.36
V1036,0.27
V1037,0.36
V1038,0.18
V1039,0.27
V1040,0.36
V1041,0.36
V1042,0.09
V1043,0.27
V1044,0.09
V1045,0.27
V1046,0.27
V1047,0.09
V1048,0.36
V1049,0.36
V1050,0.36
V1051,0.27
V1052,0
V1053,0.36
V1054,0.18
V1055,0.36
V1056,0.36
V1057,0.27
V1058,0.18
V1059,0.27
V1060,0.18
V1061,0.18
V1062,0.36
V1063,0.36
V1064,0.18
V1065,0.18
V1066,0.09
V1067,0.18
V1068,0.18
V1069,0.27
V1070,0.36
V1071,0.27
V1072,0.09
V1073,0.18
V1074,0.18
V1075,0.36
V1076,0.36
V1077,0.36
V1078,0.36
V1079,0.36
V1080,0.27
V1081,0.36
V1082,0
V1083,0.27
V1084,0.27
V1085,0.36
V1086,0.18
V1087,0.36
V1088,0.27
V1089,0.09
V1090,0.27
V1091,0.36
V1092,0.09
V1093,0.36
V1094,0
V1095,0.27
V1096,0
V1097,0.27
V1098,0.18
V1099,0.09
V1100,0.27
V1101,0.09
V1102,0.27
V1103,0.27
V1104,0.18
V1105,0.27
V1106,0.36
V1107,0.18
V1108,0.36
V1109,0.27
V1110,0.36
V1111,0.27
V1112,0.36
V1113,0.09
V1114,0.36
V1115,0.27
V1116,0.09
V1117,0.36
V1118,0.27
V1119,0
V1120,0.18
V1121,0.18
V1122,0.36
V1123,0.27
V1124,0.18
V1125,0
V1126,0.36
V1127,0.27
V1128,0.27
V1129,0
V1130,0.27
V1131,0.36
V1132,0
V1133,0
V1134,0.09
V1135,0
V1136,0.09
V1137,0.27
V1138,0.36
V1139,0.18
V1140,0.09
V1141,0.27
V1142,0.36
V1143,0.09
V1144,0.09
V1145,0.27
V1146,0.36
V1147,0
V1148,0.27
V1149,0.36
V1150,0.82
V1151,0.18
V1152,0.09
V1153,0.18
V1154,0.18
V1155,0.18
V1156,0.09
V1157,0
V1158,0.27
V1159,0
V1160,0.09
V1161,0.18
V1162,0
V1163,0.18
V1164,0.27
V1165,0.18
V1166,0.09
V1167,0.09
V1168,0.09
V1169,0.09
V1170,0.36
V1171,0.09
V1172,0.36
V1173,0.27
V1174,0.27
V1175,0.27
V1176,0.18
V1177,0.36
V1178,0.09
V1179,0.09
V1180,0.09
V1181,0.09
V1182,0.09
V1183,0.18
V1184,0.18
V1185,0.09
V1186,0.09
V1187,0.18
V1188,0.27
V1189,0.27
V1190,0.27
V1191,0.18
V1192,0.36
V1193,0.09
V1194,0.36
V1195,0.27
V1196,0
V1197,0.09
V1198,0.18
V1199,0
V1200,0.36
V1201,0.27
V1202,0
V1203,0.09
V1204,0.27
V1205,0.18
V1206,0.36
V1207,0.45
V1208,0.27
V1209,0.27
V1210,0.18
V1211,0.27
V1212,0.09
V1213,0
V1214,0.36
V1215,0.18
V1216,0.36
V1217,0.27
V1218,0.18
V1219,0
V1220,0
V1221,0.27
V1222,0.18
V1223,0
V1224,0.18
V1225,0.18
V1226,0.18
V1227,0.18
V1228,0.36
V1229,0.27
V1230,0
V1231,0
V1232,0.36
V1233,0.18
V1234,0.18
V1235,0.27
V1236,0.27
V1237,0.36
V1238,0.27
V1239,0.36
V1240,0.27
V1241,0.45
V1242,0.18
V1243,0
V1244,0.36
V1245,0.18
V1246,0.09
V1247,0.27
V1248,0.36
V1249,0.18
V1250,0.27
V1251,0.36
V1252,0.27
V1253,0.27
V1254,0.27
V1255,0.27
V1256,0.09
V1257,0.27
V1258,0.18
V1259,0.09
V1260,0.27
V1261,0.09
V1262,0.18
V1263,0
V1264,0.18
V1265,0.09
V1266,0.36
V1267,0.36
V1268,0.64
V1269,0.18
V1270,0.36
V1271,0.36
V1272,0.09
V1273,0.36
V1274,0.36
V1275,0.36
V1276,0.27
V1277,0.18
V1278,0.36
V1279,0.36
V1280,0.09
V1281,0.36
V1282,0.27
V1283,0.36
V1284,0.09
V1285,0.09
V1286,0
V1287,0.27
V1288,0.09
V1289,0.27
V1290,0.09
V1291,0.18
V1292,0.36
V1293,0.27
V1294,0.27
V1295,0.27
V1296,0.36
V1297,0.18
V1298,0.36
V1299,0.36
V1300,0.27
V1301,0.27
V1302,0.36
V1303,0.09
V1304,0.18
V1305,0.36
V1306,0.09
V1307,0.18
V1308,0.18
V1309,0.36
V1310,0.09
V1311,0
V1312,0.36
V1313,0.27
V1314,0.27
V1315,0.27
V1316,0.09
V1317,0.27
V1318,0.18
V1319,0.09
V1320,0.36
V1321,0.18
V1322,0
V1323,0.09
V1324,0.09
V1325,0.27
V1326,0.36
V1327,0.36
V1328,0.36
V1329,0.27
V1330,0.36
V1331,0.09
V1332,0.09
V1333,0
V1334,0.36
V1335,0
V1336,0.27
V1337,0.36
V1338,0.27
V1339,0.09
V1340,0.36
V1341,0.27
V1342,0.27
V1343,0.18
V1344,0.18
V1345,0.36
V1346,0.09
V1347,0.36
V1348,0.09
V1349,0.09
V1350,0.27
V1351,0.09
V1352,0.36
V1353,0.36
V1354,0.18
V1355,0.27
V1356,0.36
V1357,0.36
V1358,0.36
V1359,0.36
V1360,0.09
V1361,0.36
V1362,0.27
V1363,0.36
V1364,0.18
V1365,0.09
V1366,0.36
V1367,0.36
V1368,0.36
V1369,0.09
V1370,0.09
V1371,0
V1372,0.36
V1373,0.36
V1374,0.27
V1375,0
V1376,0.36
V1377,0.18
V1378,0.27
V1379,0.09
V1380,0.09
V1381,0.09
V1382,0.18
V1383,0.27
V1384,0.18
V1385,0.36
V1386,0.18
V1387,0.09
V1388,0
V1389,0.36
V1390,0.45
V1391,0
V1392,0.27
V1393,0.27
V1394,0.27
V1395,0.36
V1396,0.09
V1397,0.09
V1398,0.18
V1399,0.09
V1400,0.18
V1401,0.18
V1402,0.36
V1403,0.64
V1404,0.27
V1405,0.27
V1406,0.09
V1407,0.09
V1408,0.36
V1409,0.18
V1410,0.27
V1411,0
V1412,0.27
V1413,0.27
V1414,0.36
V1415,0.09
V1416,0.27
V1417,0.36
V1418,0.36
V1419,0.09
V1420,0.27
V1421,0
V1422,0.18
V1423,0
V1424,0.27
V1425,0.09
V1426,0.36
V1427,0.18
V1428,0.36
V1429,0.18
V1430,0
V1431,0.27
V1432,0.36
V1433,0.18
V1434,0.36
V1435,0.27
V1436,0.36
V1437,0.36
V1438,0.09
V1439,0.27
V1440,0.27
V1441,0.09
V1442,0.27
V1443,0.27
V1444,0.18
V1445,0.36
V1446,0.45
V1447,0.18
V1448,0.09
V1449,0.36
V1450,0.27
V1451,0.36
V1452,0.09
V1453,0.36
V1454,0.18
V1455,0.18
V1456,0.27
V1457,0.09
V1458,0.36
V1459,0.18
V1460,0.09
V1461,0
V1462,0.36
V1463,0.27
V1464,0.09
V1465,0.36
V1466,0.18
V1467,0.18
V1468,0.27
V1469,0.27
V1470,0.27
V1471,0.36
V1472,0.09
V1473,0.09
V1474,0.27
V1475,0.27
V1476,0
V1477,0.09
V1478,0.36
V1479,0.36
V1480,0.27
V1481,0.09
V1482,0.27
V1483,0.27
V1484,0.36
V1485,0
V1486,0
V1487,0.09
V1488,0.36
V1489,0.27
V1490,0
V1491,0.36
V1492,0.27
V1493,0.27
V1494,0.36
V1495,0.36
V1496,0.27
V1497,0.09
V1498,0.18
V1499,0.18
V1500,0.36
V1501,0.36
V1502,0.27
V1503,0.36
V1504,0.36
V1505,0.18
V1506,0.27
V1507,0.27
V1508,0.36
V1509,0.18
V1510,0.36
V1511,0.27
V1512,0.36
V1513,0.27
V1514,0.18
V1515,0.45
V1516,0.27
V1517,0.36
V1518,0.09
V1519,0.36
V1520,0.36
V1521,0.18
V1522,0.27
V1523,0.36
V1524,0.36
V1525,0.09
V1526,0.18
V1527,0.27
V1528,0.36
V1529,0.27
V1530,0
V1531,0.36
V1532,0.36
V1533,0.36
V1534,0.09
V1535,0.27
V1536,0.09
V1537,0.27
V1538,0.27
V1539,0.36
V1540,0.09
V1541,0.27
V1542,0.36
V1543,0.36
V1544,0.45
V1545,0.27
V1546,0.27
V1547,0.36
V1548,0.27
V1549,0.36
V1550,0.36
V1551,0.36
V1552,0.18
V1553,0.18
V1554,0.45
V1555,0.18
V1556,0.36
V1557,0.18
V1558,0.18
V1559,0.36
V1560,0.36
V1561,0.27
V1562,0.36
V1563,0.27
V1564,0.27
V1565,0.36
V1566,0.36
V1567,0.36
V1568,0.36
V1569,0.27
V1570,0.27
V1571,0.27
V1572,0.36
V1573,0.36
V1574,0.36
V1575,0.36
V1576,0.36
V1577,0.27
V1578,0.18
V1579,0.18
V1580,0.36
V1581,0.18
V1582,0.27
V1583,0.27
V1584,0.18
V1585,0.18
V1586,0.27
V1587,0.18
V1588,0.36
V1589,0.36
V1590,0.18
V1591,0.27
V1592,0.27
V1593,0.18
V1594,0.36
V1595,0.09
V1596,0.36
V1597,0.18
V1598,0.36
V1599,0
V1600,0.36
V1601,0.27
V1602,0.27
V1603,0.27
V1604,0.27
V1605,0.27
V1606,0.18
V1607,0.09
V1608,0.27
V1609,0.27
V1610,0.36
V1611,0
V1612,0.27
V1613,0.36
V1614,0.09
V1615,0.18
V1616,0.36
V1617,0
V1618,0.36
V1619,0.64
V1620,0.27
V1621,0.18
V1622,0.18
V1623,0.27
V1624,0.27
V1625,0.27
V1626,0.09
V1627,0.18
V1628,0.09
V1629,0.18
V1630,0.18
V1631,0.27
V1632,0.36
V1633,0.36
V1634,0.36
V1635,0.27
V1636,0.36
V1637,0.09
V1638,0.18
V1639,0.09
V1640,0.36
V1641,0.27
V1642,0.27
V1643,0.27
V1644,0.27
V1645,0.18
V1646,0.82
V1647,0
V1648,0.09
V1649,0.36
V1650,0.09
V1651,0.18
V1652,0
V1653,0.09
V1654,0
V1655,0.36
V1656,0.09
V1657,0.36
V1658,0.36
V1659,0.36
V1660,0.27
V1661,0.36
V1662,0.36
V1663,0.18
V1664,0.18
V1665,0.18
V1666,0.18
V1667,0.36
V1668,0.36
V1669,0.18
V1670,0.09
V1671,0.36
V1672,0.18
V1673,0.27
V1674,0.27
V1675,0.36
V1676,0.27
V1677,0.27
V1678,0.36
V1679,0
V1680,0.27
V1681,0.18
V1682,0.09
V1683,0.36
V1684,0.36
V1685,0.55
V1686,0.36
V1687,0.27
V1688,0.36
V1689,0.09
V1690,0.27
V1691,0.36
V1692,0.18
V1693,0.27
V1694,0.18
V1695,0.36
V1696,0
V1697,0.36
V1698,0.18
V1699,0.27
V1700,0.27
V1701,0.36
V1702,0.27
V1703,0.36
V1704,0.45
V1705,0.18
V1706,0.18
V1707,0.36
V1708,0.27
V1709,0.18
V1710,0.18
V1711,0.09
V1712,0.27
V1713,0.27
V1714,0.36
V1715,0.09
V1716,0.18
V1717,0.18
V1718,0.09
V1719,0.18
V1720,0.36
V1721,0.09
V1722,0
V1723,0.27
V1724,0.18
V1725,0.27
V1726,0.27
V1727,0.18
V1728,0.09
V1729,0.36
V1730,0.18
V1731,0.36
V1732,0.18
V1733,0
V1734,0.18
V1735,0.36
V1736,0.09
V1737,0.36
V1738,0.09
V1739,0.36
V1740,0.27
V1741,0.36
V1742,0.09
V1743,0.36
V1744,0.09
V1745,0.27
V1746,0.27
V1747,0.36
V1748,0.18
V1749,0.09
V1750,0.36
V1751,0
V1752,0.36
V1753,0.27
V1754,0.36
V1755,0.18
V1756,0.27
V1757,0
V1758,0.36
V1759,0.36
V1760,0.36
V1761,0.18
V1762,0.36
V1763,0.27
V1764,0.27
V1765,0.18
V1766,0
V1767,0.36
V1768,0.09
V1769,0
V1770,0.36
V1771,0.27
V1772,0.36
V1773,0.36
V1774,0.09
V1775,0.27
V1776,0.09
V1777,0.27
V1778,0.18
V1779,0.27
V1780,0.36
V1781,0.36
V1782,0.27
V1783,0.18
V1784,0.27
V1785,0.36
V1786,0.36
V1787,0.09
V1788,0.36
V1789,0
V1790,0.27
V1791,0.36
V1792,0.18
V1793,0.27
V1794,0.27
V1795,0.36
V1796,0.18
V1797,0.09
V1798,0.36
V1799,0.27
V1800,0
V1801,0.36
V1802,0.27
V1803,0
V1804,0.27
V1805,0.18
V1806,0.18
V1807,0.18
V1808,0
V1809,0.09
V1810,0.18
V1811,0.18
V1812,0.18
V1813,0
V1814,0.09
V1815,0.27
V1816,0.27
V1817,0.36
V1818,0.18
V1819,0.27
V1820,0.18
V1821,0.18
V1822,0.09
V1823,0.36
V1824,0.36
V1825,0.09
V1826,0.36
V1827,0.36
V1828,0.18
V1829,0.18
V1830,0.27
V1831,0
V1832,0.36
V1833,0.09
V1834,0
V1835,0.18
V1836,0.09
V1837,0.27
V1838,0.36
V1839,0.27
V1840,0.27
V1841,0.18
V1842,0.36
V1843,0.27
V1844,0.36
V1845,0.27
V1846,0.36
V1847,0.27
V1848,0.27
V1849,0
V1850,0.27
V1851,0.27
V1852,0.27
V1853,0.09
V1854,0.27
V1855,0.27
V1856,0.36
V1857,0.36
V1858,0
V1859,0.45
V1860,0.09
V1861,0.27
V1862,0.18
V1863,0.36
V1864,0.09
V1865,0.18
V1866,0.36
V1867,0.27
V1868,0.09
V1869,0.36
V1870,0
V1871,0.45
V1872,0.36
V1873,0.27
V1874,0.27
V1875,0.27
V1876,0.18
V1877,0.36
V1878,0.36
V1879,0.27
V1880,0.27
V1881,0.27
V1882,0.18
V1883,0.09
V1884,0.36
V1885,0.09
V1886,0.27
V1887,0.18
V1888,0.36
V1889,0.09
V1890,0.27
V1891,0.36
V1892,0.27
V1893,0.36
V1894,0.27
V1895,0.27
V1896,0.36
V1897,0.27
V1898,0.27
V1899,0.27
V1900,0.36
V1901,0.36
V1902,0.27
V1903,0.18
V1904,0
V1905,0.09
V1906,0.18
V1907,0
V1908,0.36
V1909,0.18
V1910,0.27
V1911,0.36
V1912,0.36
